date,start_time,end_time,duration,total_pkts,ave_rate,std_rate
2012-11-12,14:00:01,14:15:00,899.4,27204278,189.27,29.54
2012-11-13,14:00:00,14:15:00,900.04,35161172,252.77,43.25
2012-11-14,14:00:01,14:15:01,899.85,32814730,237.56,39.48
2012-11-15,14:00:00,14:15:01,900.45,37567111,266.02,36.9
2012-11-16,14:00:01,14:15:00,899.43,47170674,283.48,56.73
2012-11-17,14:00:00,14:15:00,899.82,26969153,150.71,28.26
2012-11-18,14:00:01,14:15:00,899.51,36739949,266.28,62.32
2012-11-19,14:00:01,14:15:01,899.56,42398030,272.25,45.42
2012-11-20,14:00:00,14:15:01,900.25,28465701,193.59,41.42
2012-11-21,14:00:00,14:15:00,900.22,38341001,230.97,33.14
2012-11-22,14:00:01,14:15:01,899.98,30375749,203.79,40.35
2012-11-23,14:00:01,14:15:01,900.27,30468045,212.98,30.72
2012-11-24,14:00:00,14:15:00,899.44,22531472,153.97,35.52
2012-11-25,14:00:00,14:15:00,899.58,21514258,152.74,29.17
2012-11-26,14:00:00,14:15:00,900.48,27554476,186.89,33.43
2012-11-27,14:00:00,14:15:01,900.09,39968137,278.61,39.64
2012-11-28,14:00:01,14:15:01,899.68,35094265,236.63,46.36
2012-11-29,14:00:01,14:15:00,899.53,33434620,229.32,35.25
2012-11-30,14:00:00,14:15:01,900.41,40398333,295.88,84.2
2012-12-1,14:00:01,14:15:01,899.93,22004720,172.63,43.46
2012-12-2,14:00:00,14:15:00,900.52,17140654,132.6,26.58
2012-12-3,14:00:01,14:15:00,899.33,27169668,188.44,38.64
2012-12-4,14:00:01,14:15:01,899.63,37617385,276.2,47.18
2012-12-5,14:00:00,14:15:01,900.44,31845506,234.51,35.53
2012-12-6,14:00:01,14:15:00,899.74,42949546,316.61,84.26
2012-12-7,14:00:00,14:15:00,899.94,35894438,261.2,53.22
2012-12-8,14:00:01,14:15:00,899.51,22948034,173.4,45.82
2012-12-9,14:00:01,14:15:00,899.76,23785077,178.59,51.98
2012-12-10,14:00:00,14:15:00,900.01,38116708,278.89,166.6
2012-12-11,14:00:01,14:15:00,899.37,32011764,227.7,62.3
2012-12-12,14:00:00,14:15:00,900.16,33920455,255.86,38.67
2012-12-13,14:00:01,14:15:01,900,36679484,290.67,47.81
2012-12-14,14:00:00,14:15:00,899.72,31029707,218.08,37.24
2012-12-15,14:00:00,14:15:01,900.63,24802870,169.3,33.49
2012-12-16,14:00:00,14:15:00,900.29,29244064,227.5,44.88
2012-12-17,14:00:01,14:15:00,899.56,29189917,205.09,41.66
2012-12-18,14:00:00,14:15:01,900.72,46876177,229.17,40.62
2012-12-19,14:00:01,14:15:01,899.72,46373480,216.69,44.79
2012-12-20,14:00:01,14:15:00,899.24,38244462,192.41,26.63
2012-12-21,14:00:00,14:15:01,900.69,48405010,253.26,39.16
2012-12-22,14:00:01,14:15:00,899.67,43905739,215.51,27.62
2012-12-23,14:00:00,14:15:01,900.81,34921660,161.9,30.86
2012-12-24,14:00:01,14:15:00,899.28,37189965,177.73,33.08
2012-12-25,14:00:00,14:15:01,900.29,38687821,166.3,45.39
2012-12-26,14:00:01,14:15:01,899.97,44985265,227.29,66.15
2012-12-27,14:00:00,14:15:00,899.84,41030984,218.81,40.11
2012-12-28,14:00:00,14:15:00,899.95,35944652,167.25,43.18
2012-12-29,14:00:01,14:15:01,899.94,31926705,118.01,28.3
2012-12-30,14:00:01,14:15:00,899.66,33319699,139.61,27.75
2012-12-31,,,,,,
2013-1-1,14:00:00,14:15:00,899.76,15934869,109.85,29.44
2013-1-2,14:00:01,14:15:00,899.52,17288148,122.53,19.86
2013-1-3,14:00:01,14:15:00,899.52,19751701,135.78,26.48
2013-1-4,14:00:00,14:15:00,900.14,23805630,166.65,29.7
2013-1-5,14:00:00,14:15:00,900.14,19455386,129.94,23.81
2013-1-6,14:00:00,14:15:01,900.32,20298315,136.7,22.97
2013-1-7,14:00:01,14:15:00,899.52,30768403,217.93,46.49
2013-1-8,14:00:01,14:15:01,900.04,34867195,250.35,38.75
2013-1-9,14:00:01,14:15:00,899.64,40073103,290.13,60.08
2013-1-10,14:00:00,14:15:00,900.08,29227853,203.33,53.72
2013-1-11,14:00:01,14:15:00,899.08,35768073,248.06,47.9
2013-1-12,14:00:00,14:15:01,900.35,26753100,200.02,58.94
2013-1-13,14:00:00,14:15:00,900.52,22257777,150.39,26.29
2013-1-14,14:00:00,14:15:00,900.2,26386943,184.66,31.17
2013-1-15,14:00:00,14:15:00,899.99,28913077,191.11,41.99
2013-1-16,14:00:00,14:15:00,899.87,26301845,169.86,30.39
2013-1-17,14:00:00,14:15:00,899.9,33297280,241.27,49.8
2013-1-18,14:00:00,14:15:00,900.04,27996893,180.01,34.64
2013-1-19,14:00:00,14:15:00,900,20671602,119.66,22.07
2013-1-20,14:00:00,14:15:00,899.73,19830485,130.4,22.75
2013-1-21,14:00:00,14:15:01,900.48,30580286,204.01,37.67
2013-1-22,14:00:00,14:15:01,900.42,35636502,251.22,69.09
2013-1-23,14:00:00,14:15:00,900.07,26658541,185.49,28.92
2013-1-24,14:00:00,14:15:00,900.09,24044820,152.25,26
2013-1-25,14:00:01,14:15:01,900.24,37309636,134.34,25.05
2013-1-26,14:00:00,14:15:00,899.84,38128937,147.31,25.1
2013-1-27,14:00:01,14:15:01,899.92,40296864,186.56,48.39
2013-1-28,14:00:01,14:15:00,899.39,41118072,167.57,32.7
2013-1-29,14:00:00,14:15:00,899.64,39104509,193.53,53.24
2013-1-30,14:00:01,14:15:00,899.7,30911894,173.19,36.66
2013-1-31,14:00:00,14:15:00,900.09,25490831,167.21,43.58
2013-2-1,14:00:01,14:15:00,899.41,30742615,191.09,32.4
2013-2-2,14:00:01,14:15:00,899.87,35275411,147.58,29.32
2013-2-3,14:00:00,14:15:00,899.63,34474100,119.75,21.35
2013-2-4,14:00:01,14:15:00,899.76,37169841,143.33,23.77
2013-2-5,14:00:00,14:15:01,900.49,40098996,195.31,37.54
2013-2-6,14:00:00,14:15:00,900.16,38004079,143.94,26.39
2013-2-7,14:00:00,14:15:01,900.59,38074127,154.15,34.5
2013-2-8,14:00:00,14:15:00,900.18,38050509,158.97,51.73
2013-2-9,14:00:01,14:15:01,900.27,50088448,132.75,25.1
2013-2-10,14:00:01,14:15:00,899.19,50014903,128.57,23.52
2013-2-11,14:00:00,14:15:00,900.06,52872297,143.48,20.93
2013-2-12,14:00:01,14:15:01,900.14,55756346,228.81,73.04
2013-2-13,14:00:00,14:15:01,900.46,63594673,241.83,82.75
2013-2-14,14:00:00,14:15:00,899.78,57513807,200.11,32.15
2013-2-15,14:00:00,14:15:01,900.54,57064817,157.54,27.43
2013-2-16,14:00:00,14:15:00,899.89,21148393,131.33,29.16
2013-2-17,14:00:00,14:15:00,899.87,19552588,142.02,21.81
2013-2-18,14:00:00,14:15:01,900.55,28061542,199.25,40.72
2013-2-19,14:00:00,14:15:01,900.52,27623677,211.61,102.12
2013-2-20,14:00:01,14:15:00,899.52,27129508,215.41,41.67
2013-2-21,14:00:00,14:15:01,900.26,25961416,168.84,30.25
2013-2-22,14:00:00,14:15:01,900.64,28475376,199.78,57.69
2013-2-23,14:00:01,14:15:01,899.89,18893995,128.35,24.19
2013-2-24,14:00:00,14:15:00,899.88,18889757,121.24,26.02
2013-2-25,14:00:00,14:15:00,900.2,25266092,146.94,31.81
2013-2-26,,,,,,
2013-2-27,,,,,,
2013-2-28,14:00:01,14:15:00,899.34,25581540,172.9,43.36
2013-3-1,14:00:00,14:15:00,900.24,25715415,155.16,33.61
2013-3-2,14:00:00,14:15:01,900.93,19724882,121.17,22.38
2013-3-3,14:00:01,14:15:01,899.91,18447210,101.44,24.08
2013-3-4,14:00:01,14:15:00,899.48,27470154,206.81,31.71
2013-3-5,14:00:01,14:15:00,899.4,27036714,195.45,63.55
2013-3-6,14:00:01,14:15:00,899.34,25457929,187.6,42.61
2013-3-7,14:00:00,14:15:00,900.37,29440918,232.31,50.98
2013-3-8,14:00:00,14:15:00,900.22,29154518,196.76,36.55
2013-3-9,14:00:00,14:15:01,900.49,20803168,125.13,25.09
2013-3-10,14:00:00,14:15:00,900.01,23440966,147.5,38.89
2013-3-11,14:00:00,14:15:00,900.11,35214677,249.52,73.2
2013-3-12,14:00:01,14:15:01,899.85,28491064,196.83,32.29
2013-3-13,14:00:01,14:15:01,899.81,31223857,206.62,41.52
2013-3-14,14:00:00,14:15:00,899.52,36699950,298.68,44.59
2013-3-15,14:00:01,14:15:00,899.85,26540824,174.95,44.19
2013-3-16,14:00:01,14:15:01,899.79,22427581,150.18,24.82
2013-3-17,14:00:01,14:15:00,899.82,19447176,137.24,18.47
2013-3-18,14:00:00,14:15:01,900.44,25553089,193.15,42.64
2013-3-19,14:00:00,14:15:00,899.86,20380179,115.08,22.23
2013-3-20,14:00:01,14:15:01,899.92,28101440,170.36,62.48
2013-3-21,14:00:00,14:15:01,900.58,24434259,160.23,38.81
2013-3-22,14:00:00,14:15:01,900.79,33225413,207.94,80.21
2013-3-23,14:00:00,14:15:00,900.49,21090493,140.75,28.75
2013-3-24,14:00:01,14:15:00,899.14,22101523,130.43,56.12
2013-3-25,14:00:01,14:15:00,899.39,25319338,155.9,36.68
2013-3-26,14:00:01,14:15:01,899.97,30050829,209.05,34.49
2013-3-27,14:00:00,14:15:00,899.6,42332293,192.12,27.81
2013-3-28,14:00:00,14:15:01,900.6,40315721,177.04,66.06
2013-3-29,14:00:01,14:15:01,899.61,45916392,247.82,59.1
2013-3-30,14:00:00,14:15:01,900.41,35383406,154.37,27.85
2013-3-31,14:00:01,14:15:00,899.3,51279877,295.88,88.09
2013-4-1,14:00:01,14:15:01,900.05,48422229,244.05,34.15
2013-4-2,14:00:01,14:15:00,899.55,59901286,359.2,80.1
2013-4-3,14:00:01,14:15:00,899.78,49688950,250.96,42.9
2013-4-4,14:00:01,14:15:01,900.14,39485189,166.76,30.97
2013-4-5,14:00:01,14:15:00,899.65,54688461,294.26,52.84
2013-4-6,14:00:01,14:15:01,900.03,34115428,132.11,26.23
2013-4-7,14:00:00,14:15:01,900.4,34851042,153.59,29.1
2013-4-8,14:00:00,14:15:01,900.6,51798164,300.24,55.94
2013-4-9,14:00:01,14:15:00,899.47,54086714,286.88,51.41
2013-4-10,14:00:01,14:15:01,899.88,36559034,281.28,48.16
2013-4-11,14:00:01,14:15:00,899.13,41429258,300.47,49.08
2013-4-12,14:00:01,14:15:00,899.72,34968777,266.9,52.34
2013-4-13,14:00:01,14:15:00,899.7,25144538,186.64,62.7
2013-4-14,14:00:00,14:15:00,900.2,49807415,153.87,31.92
2013-4-15,14:00:01,14:15:01,900.39,60070921,276.13,41.92
2013-4-16,14:00:01,14:15:01,899.95,64908232,367.48,63.43
2013-4-17,14:00:01,14:15:00,899.76,73847941,388.09,54.59
2013-4-18,14:00:00,14:15:00,899.82,67912819,361.44,56.99
2013-4-19,14:00:00,14:15:01,900.8,59355708,313.97,43.21
2013-4-20,14:00:00,14:15:00,899.92,46006144,214.46,32.55
2013-4-21,14:00:01,14:15:01,899.61,42861777,230.86,32.31
2013-4-22,14:00:00,14:15:00,899.9,61840502,341.09,63.8
2013-4-23,14:00:00,14:15:01,900.63,58386902,278.22,42.87
2013-4-24,14:00:01,14:15:01,900,54483362,250.7,43.17
2013-4-25,14:00:00,14:15:01,900.42,63520341,343.69,43.61
2013-4-26,14:00:00,14:15:00,899.87,37094876,214.67,45.71
2013-4-27,14:00:01,14:15:01,900.03,45226870,215.94,39.53
2013-4-28,14:00:00,14:15:01,900.51,40589582,169.53,32.91
2013-4-29,14:00:01,14:15:00,899.13,42804398,173.27,42.41
2013-4-30,14:00:01,14:15:00,899.49,45058096,175.77,30.6
2013-5-1,14:00:00,14:15:01,900.39,56421863,281.23,46.63
2013-5-2,14:00:00,14:15:01,900.57,52131384,226.92,40.47
2013-5-3,14:00:01,14:15:01,899.82,44473378,183.35,30.8
2013-5-4,14:00:01,14:15:00,899.58,37927905,118.47,24.45
2013-5-5,14:00:00,14:15:00,899.52,40787983,148.65,27.8
2013-5-6,14:00:00,14:15:01,900.54,43589186,162.98,25.88
2013-5-7,14:00:01,14:15:00,899.72,58693455,296.29,54.82
2013-5-8,14:00:01,14:15:01,900.08,53077415,239.59,37.41
2013-5-9,14:00:01,14:15:01,900.31,58574909,275.59,40.15
2013-5-10,14:00:00,14:15:01,900.36,47936947,231.77,49.77
2013-5-11,14:00:01,14:15:00,899.68,50353420,237.47,43.21
2013-5-12,14:00:01,14:15:00,899,44979931,198.44,33.21
2013-5-13,14:00:00,14:15:01,900.69,57546815,278.98,42.23
2013-5-14,14:00:01,14:15:01,900.03,60284098,302.71,56.55
2013-5-15,14:00:01,14:15:00,899.89,58408262,334.7,51.09
2013-5-16,14:00:00,14:15:01,900.49,61864906,318.76,47.08
2013-5-17,14:00:00,14:15:01,900.13,65233293,381.33,51.3
2013-5-18,14:00:00,14:15:00,899.88,43838235,178.49,39.06
2013-5-19,14:00:00,14:15:00,900.01,52183695,263.06,61.83
2013-5-20,14:00:00,14:15:01,900.48,58828998,297.12,39.07
2013-5-21,14:00:01,14:15:01,899.8,60924180,298.43,45.89
2013-5-22,14:00:00,14:15:00,899.66,56703281,268,68.2
2013-5-23,14:00:00,14:15:00,900.06,58725249,296.97,45.42
2013-5-24,14:00:01,14:15:01,899.95,59037906,273.94,46.06
2013-5-25,14:00:00,14:15:01,900.56,49641884,219.95,38.71
2013-5-26,14:00:01,14:15:01,899.83,41670580,147.67,28.66
2013-5-27,14:00:01,14:15:00,899.3,57513203,270.07,41.56
2013-5-28,14:00:00,14:15:01,900.57,57890181,280.86,62.08
2013-5-29,14:00:00,14:15:01,900.73,62260186,325.66,45.86
2013-5-30,14:00:01,14:15:00,899.24,60782165,332.33,50.14
2013-5-31,14:00:00,14:15:01,900.13,60946439,396.3,64.26
2013-6-1,14:00:00,14:15:01,900.28,46908238,208,32.05
2013-6-2,14:00:00,14:15:01,900.26,38558665,150.81,31.97
2013-6-3,14:00:01,14:15:01,900.46,67650720,380.23,51.3
2013-6-4,14:00:01,14:15:01,899.8,65970146,320.6,55.42
2013-6-5,14:00:01,14:15:00,899.42,57148190,301.76,40.13
2013-6-6,14:00:01,14:15:00,899.48,61752259,344.14,79.13
2013-6-7,14:00:00,14:15:00,899.83,55368039,295.81,54.27
2013-6-8,14:00:01,14:15:01,900.25,45985239,222.42,38.27
2013-6-9,14:00:00,14:15:00,899.65,40958657,175.77,31.79
2013-6-10,14:00:00,14:15:01,900.48,62175590,356.62,63.95
2013-6-11,14:00:01,14:15:00,899.68,54519526,273.41,46.16
2013-6-12,14:00:01,14:15:01,899.49,66593637,350.56,60.58
2013-6-13,14:00:01,14:15:01,899.56,87846516,668.59,94.13
2013-6-14,14:00:01,14:15:01,900.21,55868174,311.67,45.59
2013-6-15,14:00:01,14:15:00,899.42,45526645,240.47,42.4
2013-6-16,14:00:01,14:15:01,900.09,40246826,158.77,40.54
2013-6-17,14:00:00,14:15:01,900.73,68174538,393.25,56.59
2013-6-18,14:00:01,14:15:01,899.97,53002263,300.48,50.99
2013-6-19,14:00:01,14:15:01,900.44,67857677,272.73,39.92
2013-6-20,14:00:01,14:15:01,900.2,74166449,309.24,53.94
2013-6-21,14:00:01,14:15:00,899.39,65445037,250.81,36.78
2013-6-22,14:00:01,14:15:01,900.21,58710578,230.62,40.82
2013-6-23,14:00:00,14:15:01,900.68,50614642,153.57,29.14
2013-6-24,14:00:01,14:15:00,899.86,72030545,323.01,42.61
2013-6-25,14:00:01,14:15:01,899.86,77137651,356.85,45.97
2013-6-26,14:00:00,14:15:01,900.8,72901036,312.97,45.89
2013-6-27,14:00:01,14:15:00,899.85,89213468,522.11,77.37
2013-6-28,14:00:00,14:15:00,900.32,62590578,288.07,82
2013-6-29,14:00:00,14:15:01,900.54,58897778,248.73,35.48
2013-6-30,14:00:01,14:15:00,899.62,54953617,167.98,27.71
2013-7-1,14:00:00,14:15:01,900.51,79650388,379.71,61.18
2013-7-2,14:00:01,14:15:00,899.68,72746321,340.29,44.88
2013-7-3,14:00:01,14:15:00,899.3,64211404,354.23,68.39
2013-7-4,14:00:01,14:15:00,899.82,67929894,379.05,65.69
2013-7-5,14:00:00,14:15:00,900.06,69027912,361.92,55.39
2013-7-6,14:00:01,14:15:00,899.55,45630076,194.17,41.35
2013-7-7,14:00:00,14:15:01,900.47,47209081,203.34,46.48
2013-7-8,14:00:01,14:15:00,899.46,69671168,394.32,51.33
2013-7-9,14:00:00,14:15:01,900.19,54250318,299.87,45.97
2013-7-10,14:00:00,14:15:01,900.3,59281654,337.23,54.07
2013-7-11,14:00:01,14:15:00,899.57,54470702,275.03,42.38
2013-7-12,14:00:01,14:15:00,899.66,66851046,439.82,64.51
2013-7-13,14:00:01,14:15:01,900.04,40245170,143.82,31.91
2013-7-14,14:00:01,14:15:01,899.61,49356147,179.04,27.77
2013-7-15,14:00:01,14:15:00,899.38,49691074,226.23,35.46
2013-7-16,14:00:00,14:15:01,900.45,65976991,347.08,48.41
2013-7-17,14:00:01,14:15:01,900,55661325,287.69,48.32
2013-7-18,14:00:01,14:15:00,899.48,61395536,321.74,45.4
2013-7-19,14:00:01,14:15:01,899.84,60016015,326.3,46.76
2013-7-20,14:00:00,14:15:01,900.33,46654881,174.86,27.32
2013-7-21,14:00:01,14:15:00,899.29,38935681,136.43,25.79
2013-7-22,14:00:01,14:15:01,900.15,56391380,280.18,45.09
2013-7-23,14:00:00,14:15:01,900.54,58918906,295.8,43.26
2013-7-24,14:00:00,14:15:01,900.62,60293304,285.14,54.56
2013-7-25,14:00:00,14:15:01,900.15,54007120,254.13,38.11
2013-7-26,14:00:01,14:15:00,899.17,58130512,294.74,58.17
2013-7-27,14:00:00,14:15:01,900.04,56841453,170.63,39.35
2013-7-28,14:00:00,14:15:01,900.14,36393614,130.31,35.3
2013-7-29,14:00:00,14:15:00,900.14,64027141,295.07,48.02
2013-7-30,14:00:01,14:15:01,899.89,55346306,248.02,42.1
2013-7-31,14:00:01,14:15:01,899.86,62104195,288.47,43.44
2013-8-1,14:00:01,14:15:00,899.3,59218259,269.35,35.51
2013-8-2,14:00:01,14:15:00,899.44,50383812,210.83,46.64
2013-8-3,14:00:01,14:15:01,899.89,40744729,156.06,29.39
2013-8-4,14:00:01,14:15:01,900,35799655,100.62,22.56
2013-8-5,14:00:01,14:15:01,899.67,54391243,253.1,60.76
2013-8-6,14:00:00,14:15:00,899.63,48399174,197.45,41.13
2013-8-7,14:00:00,14:15:00,900.14,46213709,186.63,33.37
2013-8-8,14:00:00,14:15:01,900.71,47572521,179.97,32.76
2013-8-9,14:00:00,14:15:00,899.99,38955098,154.68,39.61
2013-8-10,14:00:01,14:15:01,899.85,41902909,153.83,25.72
2013-8-11,14:00:00,14:15:00,899.96,37883647,108.14,19.64
2013-8-12,14:00:01,14:15:01,899.91,44738756,177.1,37.75
2013-8-13,14:00:00,14:15:00,900.07,45592962,166.65,34.75
2013-8-14,14:00:01,14:15:00,899.23,42429727,155.09,34.74
2013-8-15,14:00:00,14:15:00,900.09,36077352,139.89,27.45
2013-8-16,14:00:01,14:15:00,899.27,41058696,139.4,25.4
2013-8-17,14:00:00,14:15:01,900.35,43959100,179.88,86.5
2013-8-18,14:00:00,14:15:00,900.04,38258008,126.23,29.78
2013-8-19,14:00:00,14:15:00,899.7,55575041,261.83,43.93
2013-8-20,14:00:01,14:15:00,899.58,51106779,213.39,34.03
2013-8-21,14:00:01,14:15:00,899.5,69227944,254.61,38.95
2013-8-22,14:00:01,14:15:01,899.86,69458650,272.63,68.34
2013-8-23,14:00:01,14:15:00,899.47,62047819,208.55,50.39
2013-8-24,14:00:01,14:15:01,899.9,57045034,167.78,31.47
2013-8-25,14:00:01,14:15:00,899.43,54414334,180.26,29.19
2013-8-26,14:00:01,14:15:01,900.02,72056728,306.78,58.36
2013-8-27,14:00:01,14:15:01,899.73,72099118,309.87,50.72
2013-8-28,14:00:00,14:15:00,899.62,58388685,184.54,35.4
2013-8-29,14:00:01,14:15:01,899.93,61228877,208,60.61
2013-8-30,14:00:00,14:15:01,900.15,62802469,219.17,41.96
2013-8-31,14:00:01,14:15:00,899.92,52756259,130.25,28.85
2013-9-1,14:00:01,14:15:00,899.88,51261461,129.21,21.99
2013-9-2,14:00:01,14:15:00,899.35,71691900,279.93,42.42
2013-9-3,14:00:01,14:15:00,899.64,66280339,257.03,50.08
2013-9-4,14:00:00,14:15:00,900.26,47368511,199.45,33.02
2013-9-5,14:00:01,14:15:01,900.04,51691939,222.71,50.56
2013-9-6,14:00:01,14:15:00,899.58,52653408,221.78,64.14
2013-9-7,14:00:00,14:15:00,899.99,41065370,165.5,28.04
2013-9-8,14:00:01,14:15:00,899.39,44923999,172.66,27.64
2013-9-9,14:00:00,14:15:00,900.34,56100479,264.78,54.28
2013-9-10,14:00:01,14:15:00,899.37,58509390,295.24,49.6
2013-9-11,14:00:01,14:15:01,899.73,65935255,347.94,48.16
2013-9-12,14:00:01,14:15:01,899.9,55887838,271.83,40.93
2013-9-13,14:00:01,14:15:01,900.13,56589491,305.41,108.06
2013-9-14,14:00:00,14:15:00,899.78,40166903,164.24,31.83
2013-9-15,14:00:01,14:15:00,899.63,48627223,201.9,28.23
2013-9-16,14:00:01,14:15:01,899.85,45484425,174.26,34.89
2013-9-17,14:00:01,14:15:01,899.94,52053667,220.45,41.42
2013-9-18,14:00:00,14:15:01,900.68,59896860,286.94,45.16
2013-9-19,14:00:01,14:15:00,899.37,66613135,395.32,81.94
2013-9-20,14:00:01,14:15:00,899.2,49056288,210.09,42.37
2013-9-21,14:00:01,14:15:01,900.05,50051873,218.23,57
2013-9-22,14:00:01,14:15:00,899.38,47505063,176.8,24.86
2013-9-23,14:00:01,14:15:01,899.83,64129747,353.96,73.88
2013-9-24,14:00:00,14:15:00,900.22,65678331,349.96,74.32
2013-9-25,14:00:01,14:15:01,900.14,76255807,439.88,112.5
2013-9-26,14:00:00,14:15:00,899.98,62228068,328.21,47.28
2013-9-27,14:00:01,14:15:01,900,59125033,288.94,45.21
2013-9-28,14:00:01,14:15:01,899.63,47888087,200.69,30.72
2013-9-29,14:00:01,14:15:01,899.65,44683902,189.44,43.33
2013-9-30,14:00:01,14:15:01,900.01,66543454,318.4,45.27
2013-10-1,14:00:00,14:15:00,899.7,66332474,354.25,53.92
2013-10-2,14:00:01,14:15:01,900,65838189,347.07,55.53
2013-10-3,14:00:00,14:15:00,900.09,66108518,350.73,53.83
2013-10-4,14:00:00,14:15:01,900.34,61157406,281.89,71.6
2013-10-5,14:00:00,14:15:00,899.73,48649116,205.67,31.53
2013-10-6,14:00:01,14:15:01,899.79,43154172,138.04,26.87
2013-10-7,14:00:00,14:15:00,899.9,65467536,328.68,41.68
2013-10-8,14:00:00,14:15:00,900.08,63910670,298.64,55.47
2013-10-9,14:00:01,14:15:01,899.79,74170425,430.52,83.11
2013-10-10,14:00:01,14:15:01,900.11,86467870,583.43,89.16
2013-10-11,14:00:01,14:15:01,900.12,69927325,381.37,56.11
2013-10-12,14:00:00,14:15:00,899.86,54219806,244.88,44.49
2013-10-13,14:00:00,14:15:00,899.74,51767391,211.8,45.59
2013-10-14,14:00:01,14:15:00,899.5,66127039,377.08,46.11
2013-10-15,14:00:01,14:15:01,899.93,70916834,371.56,59.58
2013-10-16,14:00:01,14:15:00,899.27,58857814,337.68,93.53
2013-10-17,14:00:00,14:15:01,900.25,65296499,326.11,58.35
2013-10-18,14:00:01,14:15:01,900.53,76110296,339.33,82.42
2013-10-19,14:00:01,14:15:00,899.34,63280156,211.96,44.98
2013-10-20,14:00:00,14:15:00,899.99,61857698,195.34,48.74
2013-10-21,14:00:01,14:15:01,899.78,90143374,430.92,60.54
2013-10-22,14:00:01,14:15:00,899.38,86817293,448.9,57.91
2013-10-23,14:00:01,14:15:01,900.31,101408418,631.15,73.26
2013-10-24,14:00:01,14:15:01,900.06,94856728,538.13,64.19
2013-10-25,14:00:01,14:15:01,899.18,87143233,436.11,44.53
2013-10-26,14:00:00,14:15:01,900.19,53614268,141.71,28.52
2013-10-27,14:00:00,14:15:01,900.22,50698669,105.73,18.66
2013-10-28,14:00:00,14:15:01,900.04,80715860,350.59,47.4
2013-10-29,14:00:01,14:15:00,899.61,95198762,524.23,74.17
2013-10-30,14:00:01,14:15:01,900.08,91446574,455.24,57.24
2013-10-31,14:00:01,14:15:00,899.39,85821632,425.86,86.79
2013-11-1,14:00:00,14:15:00,899.77,65802723,379.09,55.43
2013-11-2,14:00:00,14:15:00,900.16,43893654,203.26,33.53
2013-11-3,14:00:01,14:15:01,899.96,43866656,178.09,40.99
2013-11-4,14:00:00,14:15:00,900.01,54647991,250.83,88.9
2013-11-5,14:00:00,14:15:00,899.89,66285471,341.83,41.23
2013-11-6,14:00:01,14:15:01,899.81,61783302,328.16,47.81
2013-11-7,14:00:01,14:15:00,899.2,76202105,429.21,69.81
2013-11-8,14:00:01,14:15:00,899.79,65676882,366.18,45.9
2013-11-9,14:00:01,14:15:01,899.57,50973509,268.73,40.84
2013-11-10,14:00:00,14:15:00,899.9,48776125,262.14,42.93
2013-11-11,14:00:00,14:15:01,900.48,71834765,403.88,66.44
2013-11-12,14:00:01,14:15:00,898.9,72706463,419.95,59.3
2013-11-13,14:00:01,14:15:00,899.54,81705016,561.45,105.57
2013-11-14,14:00:01,14:15:01,900.08,74675192,430.46,64.28
2013-11-15,14:00:01,14:15:00,899.83,67360146,396.74,67.41
2013-11-16,14:00:01,14:15:00,899.8,59266101,333,57.93
2013-11-17,14:00:01,14:15:01,900.25,42834921,213.32,42.63
2013-11-18,14:00:00,14:15:01,900.2,72377930,429.45,66.72
2013-11-19,14:00:00,14:15:01,900.39,72315300,410.2,51.47
2013-11-20,14:00:01,14:15:00,899.75,63626560,362.58,51
2013-11-21,14:00:01,14:15:01,900.23,90106308,618.54,85.35
2013-11-22,14:00:01,14:15:01,900.08,68394969,444.94,47.88
2013-11-23,14:00:00,14:15:00,899.93,48246079,220.08,38.19
2013-11-24,14:00:01,14:15:00,899.29,44227219,175.29,32.51
2013-11-25,14:00:01,14:15:01,900.12,68828114,392.95,65.3
2013-11-26,14:00:01,14:15:01,899.83,70215848,641.53,55.85
2013-11-27,14:00:00,14:15:01,900.28,68253495,406.87,53.31
2013-11-28,14:00:01,14:15:01,899.48,67805277,388.34,49.15
2013-11-29,14:00:00,14:15:01,900.28,71421177,475.36,48.86
2013-11-30,14:00:01,14:15:01,899.96,50431931,248.32,40.92
2013-12-1,14:00:00,14:15:01,900.23,27276567,236.94,51.52
2013-12-2,14:00:00,14:15:01,900.72,59744032,475.76,61.41
2013-12-3,14:00:00,14:15:01,900.2,66864371,367.27,50.91
2013-12-4,14:00:00,14:15:01,900.43,159262505,460.47,50.86
2013-12-5,14:00:01,14:15:00,899.54,61631882,326.74,47.12
2013-12-6,14:00:01,14:15:01,900.05,65427788,379.4,58.56
2013-12-7,14:00:00,14:15:00,899.86,49291838,228.38,38.39
2013-12-8,14:00:00,14:15:00,899.56,44486179,199.47,47.61
2013-12-9,14:00:00,14:15:01,900.25,66141820,366.32,56.15
2013-12-10,14:00:01,14:15:01,899.67,67111564,390.32,53.26
2013-12-11,14:00:00,14:15:00,899.66,70777064,447.32,97.5
2013-12-12,14:00:00,14:15:00,899.84,82760138,584.32,71.95
2013-12-13,14:00:00,14:15:00,900.01,67306589,412.14,104.42
2013-12-14,14:00:01,14:15:00,899.17,54240775,267.09,47.17
2013-12-15,14:00:00,14:15:00,900.36,45578256,186.26,24.28
2013-12-16,14:00:01,14:15:01,899.91,79823555,503.71,69.53
2013-12-17,14:00:01,14:15:01,899.91,108098813,510.47,67.88
