date,start_time,end_time,duration,total_pkts,ave_rate,std_rate
2010-1-17,14:00:01,14:15:00,899.85,18357549,116.68,16.02
2010-1-18,14:00:00,14:15:00,900.38,25739478,138.27,15.7
2010-1-19,14:00:01,14:15:00,899.65,25681014,144.74,15.28
2010-1-20,14:00:01,14:15:01,899.91,27564138,153.66,15.67
2010-1-21,14:00:00,14:15:00,900.2,31986506,183.15,14.86
2010-1-22,14:00:01,14:15:01,899.6,37568877,220.14,21.95
2010-1-23,14:00:01,14:15:01,900.22,31509448,196.85,25
2010-1-24,14:00:01,14:15:00,899.54,26568882,163.81,16.88
2010-1-25,14:00:01,14:15:01,899.77,35242727,213.43,18.99
2010-1-26,14:00:01,14:15:01,900.07,32500127,186.88,20.07
2010-1-27,14:00:00,14:15:01,900.49,36315684,208.19,25.98
2010-1-28,14:00:00,14:15:00,900.01,28394640,163.84,21.94
2010-1-29,14:00:01,14:15:00,899.17,32129955,183.71,20.02
2010-1-30,14:00:01,14:15:01,900.08,29368528,165.82,19.81
2010-1-31,14:00:01,14:15:00,899.65,21828271,120.21,19.51
2010-2-1,14:00:00,14:15:01,900.54,32602705,188.89,19.85
2010-2-2,14:00:01,14:15:01,899.96,21908607,116.01,15.31
2010-2-3,14:00:01,14:15:01,899.92,21045653,118.11,17.62
2010-2-4,14:00:01,14:15:00,899.63,21553091,123.57,13.99
2010-2-5,14:00:00,14:15:00,899.98,22924026,139.37,22.24
2010-2-6,14:00:00,14:15:00,899.71,20466908,118.6,19.2
2010-2-7,14:00:01,14:15:00,899.46,16499559,84.52,9.98
2010-2-8,14:00:01,14:15:00,899.34,28117341,145.87,19.02
2010-2-9,14:00:01,14:15:01,899.94,33048209,177.49,26.73
2010-2-10,14:00:01,14:15:01,900.36,29590760,164.07,16.53
2010-2-11,14:00:00,14:15:00,900.27,27139262,143.36,16.05
2010-2-12,14:00:00,14:15:01,900.61,29809083,159.02,17.31
2010-2-13,14:00:01,14:15:01,900.18,38559914,196.49,11.94
2010-2-14,14:00:01,14:15:00,899.58,34807876,182.5,11.87
2010-2-15,14:00:01,14:15:01,899.99,34166798,180.46,15.45
2010-2-16,14:00:01,14:15:01,899.74,34201743,187.87,22.7
2010-2-17,14:00:01,14:15:00,899.57,40125798,221.19,26.08
2010-2-18,14:00:00,14:15:00,899.91,29018072,156.14,15.4
2010-2-19,14:00:00,14:15:01,900.67,30177639,161.62,15.18
2010-2-20,14:00:01,14:15:01,899.93,28027088,156.39,22.96
2010-2-21,14:00:01,14:15:01,900.21,31771348,180.56,21.41
2010-2-22,14:00:01,14:15:01,900.07,29297587,147.26,11.77
2010-2-23,14:00:01,14:15:01,900.16,34961484,196.12,17.87
2010-2-24,14:00:01,14:15:01,899.7,31215482,164.48,17.13
2010-2-25,14:00:01,14:15:01,900.14,33798022,186.26,28.42
2010-2-26,14:00:01,14:15:00,899.41,31177940,160.63,13.68
2010-2-27,14:00:01,14:15:00,899.05,29860516,147.79,16.53
2010-2-28,14:00:00,14:15:00,900.19,27718038,143.77,14.94
2010-3-1,14:00:00,14:15:00,899.65,29900688,145.73,11.95
2010-3-2,14:00:00,14:15:01,900.41,30646720,155.01,17.25
2010-3-3,14:00:01,14:15:01,900.13,31300811,160.68,10.36
2010-3-4,14:00:01,14:15:01,900,34781085,184.03,17.26
2010-3-5,14:00:00,14:15:01,900.21,30778696,150.18,14.19
2010-3-6,14:00:00,14:15:00,900.03,28166260,147.99,21.23
2010-3-7,14:00:01,14:15:00,899.65,26300810,137.25,16.07
2010-3-8,14:00:01,14:15:01,899.89,29282886,139.88,9.59
2010-3-9,14:00:01,14:15:00,899.54,34453852,180.48,24.14
2010-3-10,14:00:01,14:15:01,900.05,32343467,170.8,19.05
2010-3-11,14:00:01,14:15:00,899.58,29520404,152.83,13.89
2010-3-12,14:00:01,14:15:01,900.51,31460550,163.86,15.71
2010-3-13,14:00:00,14:15:00,899.93,26777079,137.98,18
2010-3-14,14:00:01,14:15:00,899.42,25342677,119.47,14.82
2010-3-15,14:00:00,14:15:01,900.28,32487408,169.29,18.24
2010-3-16,14:00:01,14:15:01,900.25,31376878,157.29,14.75
2010-3-17,14:00:01,14:15:01,900.23,32430403,180.71,17.22
2010-3-18,14:00:01,14:15:01,900.4,34401866,178.95,20.35
2010-3-19,14:00:01,14:15:01,899.87,34666280,194.04,16.34
2010-3-20,14:00:01,14:15:00,899.45,28641692,150.32,16.62
2010-3-21,14:00:00,14:15:00,899.93,23302029,118.33,9.35
2010-3-22,14:00:00,14:15:01,900.26,28167912,149.88,14.82
2010-3-23,14:00:01,14:15:01,900.24,31827012,169.76,18.59
2010-3-24,14:00:01,14:15:01,899.43,31042399,171.51,16.62
2010-3-25,14:00:00,14:15:00,900.21,34193938,205.9,26.7
2010-3-26,14:00:00,14:15:00,900.12,32060056,158.19,16.74
2010-3-27,14:00:01,14:15:01,900.48,33057747,188.59,14.18
2010-3-28,14:00:00,14:15:00,900.01,27987760,160.12,18.35
2010-3-29,14:00:01,14:15:01,900.23,31752749,167.52,13.78
2010-3-30,14:00:00,14:15:01,900.65,29272012,155.59,13.72
2010-3-31,14:00:01,14:15:01,899.51,38617680,231.16,22.5
2010-4-1,14:00:01,14:15:00,898.93,35059831,219.89,13.74
2010-4-2,14:00:00,14:15:01,900.17,26884788,164.83,18.19
2010-4-3,14:00:00,14:15:01,900.28,23570009,126.1,21.17
2010-4-4,14:00:01,14:15:00,899.23,29535029,159.95,15.71
2010-4-5,14:00:01,14:15:00,899.34,32710981,183.65,16.12
2010-4-6,14:00:01,14:15:01,899.9,38725552,206.43,28.22
2010-4-7,14:00:00,14:15:01,900.68,38497857,203.28,20.23
2010-4-8,14:00:01,14:15:00,899.81,36063193,193.54,16.28
2010-4-9,14:00:00,14:15:00,900.05,32029942,171.42,19.21
2010-4-10,14:00:01,14:15:01,900.55,32197985,173.56,21.59
2010-4-11,14:00:01,14:15:00,899.8,33598169,185.84,25.23
2010-4-12,14:00:00,14:15:00,899.9,33633770,193.53,14.24
2010-4-13,14:00:01,14:15:01,899.85,33035431,185.2,17.64
2010-4-14,14:00:00,14:15:01,900.68,44599795,284.51,25.32
2010-4-15,14:00:01,14:15:00,899.74,34670971,202.99,16.87
2010-4-16,14:00:00,14:15:01,900.24,32899087,180.34,14.32
2010-4-17,14:00:01,14:15:01,900,28588791,167.63,13.68
2010-4-18,14:00:01,14:15:00,899.59,27265340,162.26,11.7
2010-4-19,14:00:00,14:15:00,900.03,36636846,200.52,22.53
2010-4-20,14:00:00,14:15:01,900.69,36644208,211.45,20.28
2010-4-21,14:00:01,14:15:01,899.5,34418519,200.99,20.23
2010-4-22,14:00:00,14:15:01,900.18,36691405,211.8,15.06
2010-4-23,14:00:00,14:15:00,900.03,33881144,210.46,22.63
2010-4-24,14:00:01,14:15:01,900.38,33196758,199.2,21.57
2010-4-25,14:00:00,14:15:01,900.33,25302939,148.18,13.56
2010-4-26,14:00:00,14:15:01,900.55,36507646,211,35.35
2010-4-27,14:00:01,14:15:01,900.27,39574685,222.09,16.61
2010-4-28,14:00:01,14:15:00,899.67,37878789,213.31,34.14
2010-4-29,14:00:01,14:15:01,900.27,27894830,156.98,11.49
2010-4-30,14:00:01,14:15:01,900.03,38807359,221.83,15.95
2010-5-1,14:00:01,14:15:01,899.8,28085096,161.37,13.36
2010-5-2,14:00:00,14:15:00,899.93,25384267,144.46,13.1
2010-5-3,14:00:01,14:15:00,899.35,29038511,168.69,21.46
2010-5-4,14:00:01,14:15:00,899.34,35149018,221.76,28.01
2010-5-5,14:00:01,14:15:00,898.99,28602432,163.88,14.45
2010-5-6,14:00:01,14:15:01,899.84,42267233,253.09,22.8
2010-5-7,14:00:01,14:15:01,899.56,35644486,225.24,40.15
2010-5-8,14:00:01,14:15:00,899.39,39752555,236.56,23.75
2010-5-9,14:00:01,14:15:01,899.94,28088147,152.13,13.25
2010-5-10,14:00:01,14:15:01,900.03,38448804,240.71,51.11
2010-5-11,14:00:01,14:15:00,899.26,41356011,253.54,40.76
2010-5-12,14:00:01,14:15:00,899.55,36408357,201.63,16.6
2010-5-13,14:00:01,14:15:01,899.88,36891915,212.41,19.11
2010-5-14,14:00:01,14:15:01,899.65,37225357,213.78,23.12
2010-5-15,14:00:01,14:15:00,899.35,33328904,200.68,22.58
2010-5-16,14:00:00,14:15:01,900.45,29476349,172.66,12.31
2010-5-17,14:00:01,14:15:01,899.93,37276355,215.09,23.17
2010-5-18,14:00:01,14:15:00,899.27,38536081,231.1,15.96
2010-5-19,14:00:01,14:15:01,899.7,40046825,252.94,26.4
2010-5-20,14:00:01,14:15:01,900.2,38406841,228.56,24.44
2010-5-21,14:00:01,14:15:00,898.79,43147978,270.96,41.57
2010-5-22,14:00:01,14:15:00,899.81,24522736,140.36,23
2010-5-23,14:00:01,14:15:01,899.53,22983951,147.01,27.75
2010-5-24,14:00:01,14:15:00,899.51,32115337,186.34,24.11
2010-5-25,14:00:01,14:15:01,900.43,34554620,207.15,16.8
2010-5-26,14:00:01,14:15:01,900.18,33867004,208.83,19.41
2010-5-27,14:00:01,14:15:01,900.16,38330352,229.67,21.23
2010-5-28,14:00:01,14:15:01,900.01,33021410,194.3,13.89
2010-5-29,14:00:00,14:15:00,899.78,27519535,163.69,14.69
2010-5-30,14:00:00,14:15:01,900.43,30471693,189.48,16.27
2010-5-31,14:00:01,14:15:00,899.45,32666630,193.99,19.25
2010-6-1,14:00:01,14:15:01,900.09,33876543,198.52,16.6
2010-6-2,14:00:01,14:15:00,899.55,31019536,176.43,14.85
2010-6-3,14:00:01,14:15:00,899.17,34981482,222.49,19.16
2010-6-4,14:00:01,14:15:01,899.8,35595518,228.97,24.84
2010-6-5,14:00:01,14:15:01,900.55,27643072,158.23,11.6
2010-6-6,14:00:00,14:15:00,899.88,24817476,152.12,13.95
2010-6-7,14:00:01,14:15:01,899.89,37443944,245.78,21.58
2010-6-8,14:00:01,14:15:01,900.01,31399645,178.66,13.9
2010-6-9,14:00:01,14:15:01,899.73,36881850,206.46,18.07
2010-6-10,14:00:01,14:15:01,900.43,34477085,190.13,20.72
2010-6-11,14:00:01,14:15:01,899.75,33286011,167.95,15.85
2010-6-12,14:00:00,14:15:00,900.27,24157398,124.42,13.29
2010-6-13,14:00:00,14:15:01,900.44,25453279,146.98,13.04
2010-6-14,14:00:01,14:15:00,899.6,33795909,192.48,18.92
2010-6-15,14:00:01,14:15:00,899.26,30546339,172.7,14.87
2010-6-16,14:00:00,14:15:01,900.67,33996346,199.75,20.28
2010-6-17,14:00:01,14:15:00,899.53,37965773,236.4,21.69
2010-6-18,14:00:01,14:15:01,900.32,42397118,253.63,24.21
2010-6-19,14:00:01,14:15:01,899.87,30755147,181.56,14.35
2010-6-20,14:00:01,14:15:01,899.97,27303593,165.94,11.18
2010-6-21,14:00:01,14:15:01,900.4,45176084,267.39,24.32
2010-6-22,14:00:01,14:15:01,899.8,47422815,296.94,22.95
2010-6-23,14:00:01,14:15:01,900.75,44590676,265.47,19.73
2010-6-24,14:00:01,14:15:01,900.32,40556389,232.67,15.64
2010-6-25,14:00:01,14:15:00,899.51,40599043,245.94,26.12
2010-6-26,14:00:01,14:15:01,899.71,35147447,209.33,16.2
2010-6-27,14:00:01,14:15:00,899.56,31272445,200.58,15.17
2010-6-28,14:00:00,14:15:01,900.9,42933395,248.25,15.97
2010-6-29,14:00:01,14:15:01,900.14,37028034,212.88,17.13
2010-6-30,14:00:01,14:15:01,900.04,38989831,218.14,16.78
2010-7-1,14:00:00,14:15:01,900.73,38855763,224.79,15.37
2010-7-2,14:00:01,14:15:01,900.09,43243355,265.46,17.51
2010-7-3,14:00:01,14:15:00,899.55,34869392,208.03,19.52
2010-7-4,14:00:00,14:15:00,900.04,28457913,170.5,12.87
2010-7-5,14:00:01,14:15:01,899.73,41996601,249.75,27.11
2010-7-6,14:00:00,14:15:00,899.91,44110463,264.49,22.09
2010-7-7,14:00:01,14:15:01,899.75,44575656,288.43,33.19
2010-7-8,14:00:01,14:15:00,899.74,39206899,228.83,21.28
2010-7-9,14:00:01,14:15:01,899.81,39208046,235.25,18.94
2010-7-10,14:00:01,14:15:01,899.85,34311793,206.96,18.12
2010-7-11,14:00:01,14:15:00,899.49,28415068,176.62,46.63
2010-7-12,14:00:01,14:15:00,899.56,38134929,222.79,20.95
2010-7-13,14:00:01,14:15:01,899.52,44219443,278.1,35.93
2010-7-14,14:00:01,14:15:00,899.85,45442729,288.62,35.35
2010-7-15,14:00:01,14:15:00,899.86,38676394,222.17,17.63
2010-7-16,14:00:01,14:15:01,900.45,37132204,224.35,23.14
2010-7-17,14:00:01,14:15:00,899.2,31188981,185.85,17.04
2010-7-18,14:00:01,14:15:01,899.98,29012607,176.8,23.11
2010-7-19,14:00:01,14:15:01,900.35,32276108,203.24,28.77
2010-7-20,14:00:00,14:15:00,899.88,35171621,213.26,16.31
2010-7-21,14:00:01,14:15:01,899.21,41067071,258.1,25.3
2010-7-22,14:00:01,14:15:01,900.01,38436252,229.07,16.87
2010-7-23,14:00:01,14:15:01,900.22,38767612,233.42,21.03
2010-7-24,14:00:01,14:15:01,899.53,34885126,210.74,31.59
2010-7-25,14:00:01,14:15:01,899.92,35402582,205.68,16.6
2010-7-26,14:00:01,14:15:01,900.07,42911542,253.66,18.05
2010-7-27,14:00:01,14:15:01,900.18,35935828,213.72,18.88
2010-7-28,14:00:00,14:15:00,899.91,36412299,218.37,23.71
2010-7-29,14:00:00,14:15:01,900.24,34805261,221.17,17.94
2010-7-30,14:00:01,14:15:01,899.66,33900444,204.22,21.96
2010-7-31,14:00:01,14:15:00,899.16,31473196,196.34,17.38
2010-8-1,14:00:01,14:15:00,899.73,27220366,167.06,20.14
2010-8-2,14:00:01,14:15:01,900.57,37381261,219.53,24.9
2010-8-3,14:00:00,14:15:01,900.37,31876894,190.21,23.25
2010-8-4,14:00:01,14:15:01,900.31,34401865,204.39,22.02
2010-8-5,14:00:00,14:15:01,900.63,33073610,194.68,24.78
2010-8-6,14:00:01,14:15:01,899.67,38237386,218.46,17.98
2010-8-7,14:00:01,14:15:01,900.2,28680565,177.29,14.52
2010-8-8,14:00:01,14:15:00,899.79,29647203,176.6,17.66
2010-8-9,14:00:01,14:15:01,900.32,28769361,173.41,15.58
2010-8-10,14:00:01,14:15:01,899.54,32083499,199.06,20.8
2010-8-11,14:00:00,14:15:01,900.6,32186723,198.65,22.79
2010-8-12,14:00:01,14:15:00,899.74,32399923,201.75,23.63
2010-8-13,14:00:00,14:15:01,900.73,32656214,204.42,33.54
2010-8-14,14:00:00,14:15:01,900.54,26793631,168.26,17.99
2010-8-15,14:00:01,14:15:01,899.54,25619501,160.71,18.82
2010-8-16,14:00:01,14:15:01,899.71,33878901,193.21,31.49
2010-8-17,14:00:01,14:15:01,900.49,31418850,193.61,21.78
2010-8-18,14:00:01,14:15:01,900.05,37971691,253.46,38.21
2010-8-19,14:00:01,14:15:01,899.87,36627628,239.33,25.92
2010-8-20,14:00:00,14:15:01,900.23,32974427,209.06,20.65
2010-8-21,14:00:01,14:15:01,900.58,32575764,216.34,24.53
2010-8-22,14:00:01,14:15:01,899.83,31142031,192.74,18.18
2010-8-23,14:00:01,14:15:01,899.32,35233023,210.56,17.69
2010-8-24,14:00:00,14:15:01,900.16,28715363,178.09,21.95
2010-8-25,14:00:01,14:15:00,899.13,29888810,194.45,18.64
2010-8-26,14:00:01,14:15:01,900.02,39755962,300.64,29.97
2010-8-27,14:00:01,14:15:01,899.94,37264765,245.78,30.84
2010-8-28,14:00:01,14:15:00,899.4,28502643,193.67,18.38
2010-8-29,14:00:01,14:15:01,899.79,32196545,226.47,30.92
2010-8-30,14:00:01,14:15:01,899.69,29790632,192.51,19.48
2010-8-31,14:00:01,14:15:00,899.35,33285395,206.36,19.36
2010-9-1,14:00:01,14:15:00,899.56,35832718,233.67,23.15
2010-9-2,14:00:01,14:15:01,899.96,31765011,196.33,17.53
2010-9-3,14:00:01,14:15:01,900.55,33771949,226.82,21.75
2010-9-4,14:00:00,14:15:01,900.84,31958588,220.12,25.85
2010-9-5,14:00:01,14:15:00,899.27,28664658,188.25,21.59
2010-9-6,14:00:01,14:15:00,899.64,30907603,197.59,30.99
2010-9-7,14:00:01,14:15:01,900.51,33407639,225.05,22.12
2010-9-8,14:00:01,14:15:01,899.7,35430746,241.74,32.85
2010-9-9,14:00:01,14:15:01,900.07,39374306,259.14,45.92
2010-9-10,14:00:00,14:15:01,900.62,37531772,268.74,25.76
2010-9-11,14:00:01,14:15:00,899.7,30608574,211.97,28.25
2010-9-12,14:00:01,14:15:01,899.97,30528605,232.03,36.68
2010-9-13,14:00:01,14:15:01,900.62,33473152,220.1,32.48
2010-9-14,14:00:01,14:15:01,899.95,35635324,237.76,27.71
2010-9-15,14:00:01,14:15:01,899.55,34748314,216.25,25.34
2010-9-16,14:00:01,14:15:01,900.05,33655008,214.19,26.36
2010-9-17,14:00:01,14:15:01,900.45,34697685,224.57,25.39
2010-9-18,14:00:01,14:15:01,899.98,29148123,191.88,19.61
2010-9-19,14:00:01,14:15:01,900.12,27314696,184.37,23.93
2010-9-20,14:00:00,14:15:01,900.75,30790580,208.78,25.35
2010-9-21,14:00:01,14:15:00,899.37,28291105,195.44,28.19
2010-9-22,14:00:01,14:15:01,900.2,25146977,160.22,26.17
2010-9-23,14:00:01,14:15:00,899.5,28763137,211.39,25.89
2010-9-24,14:00:01,14:15:01,899.39,34832062,212.86,28.3
2010-9-25,,,,,,
2010-9-26,14:00:01,14:15:01,899.97,37245436,267.89,31.16
2010-9-27,14:00:01,14:15:00,899.55,30493577,197.71,27.01
2010-9-28,14:00:01,14:15:01,899.85,44428538,291.24,21.49
2010-9-29,14:00:01,14:15:01,899.57,34482642,216.42,39.93
2010-9-30,14:00:01,14:15:00,899.22,40161287,264.25,44.92
2010-10-1,14:00:02,14:15:01,898.78,130661182,166.17,27.65
2010-10-2,14:00:00,14:15:00,900.04,136607560,152.58,27.21
2010-10-3,14:00:03,14:13:22,798.88,128221674,157.57,41.94
2010-10-4,14:00:00,14:15:01,900.16,138509145,166.47,32.64
2010-10-5,14:00:01,14:15:01,900.02,136363931,159.88,34.39
2010-10-6,14:00:01,14:15:01,899.57,44462955,249.69,22.77
2010-10-7,14:00:01,14:15:01,900.24,42863209,255.12,26.86
2010-10-8,14:00:01,14:15:01,900.63,43114888,247.16,23.36
2010-10-9,14:00:00,14:15:00,900.12,46209585,303.91,39.31
2010-10-10,14:00:00,14:15:00,899.97,31673257,188.26,22.38
2010-10-11,14:00:01,14:15:01,900.41,36159804,226.78,26.64
2010-10-12,14:00:01,14:15:01,899.78,42533095,257.44,25.78
2010-10-13,14:00:01,14:15:01,899.98,40041083,240.69,28.84
2010-10-14,14:00:01,14:15:00,899.68,46412165,287.94,28.17
2010-10-15,14:00:01,14:15:00,899.29,36129432,227.22,27.67
2010-10-16,14:00:01,14:15:01,900.53,30412330,191.24,27.09
2010-10-17,14:00:01,14:15:00,898.96,32269487,197.32,22.91
2010-10-18,14:00:01,14:15:01,900.07,56187284,277.82,45.77
2010-10-19,14:00:01,14:15:01,900.19,38168472,251.59,26.98
2010-10-20,14:00:01,14:15:01,900.01,42547221,276.95,28
2010-10-21,14:00:00,14:15:01,900.44,43436388,280.46,30.08
2010-10-22,14:00:01,14:15:00,899.68,45898823,307.12,24.55
2010-10-23,14:00:01,14:15:01,900,34969701,237.17,29.19
2010-10-24,14:00:01,14:15:00,899.64,23258787,149.32,25.1
2010-10-25,14:00:01,14:15:01,900.04,42419050,294.31,29.85
2010-10-26,14:00:01,14:15:01,899.51,36749476,237.13,30.5
2010-10-27,14:00:01,14:15:01,899.56,38653528,254.51,32.23
2010-10-28,14:00:00,14:15:01,900.43,41697836,279.31,59.64
2010-10-29,14:00:01,14:15:01,900.14,40166291,274.33,27.71
2010-10-30,14:00:01,14:15:00,899.42,33064864,214.43,25.85
2010-10-31,14:00:01,14:15:01,900.04,40060660,251.74,23.89
2010-11-1,14:00:01,14:15:01,899.96,39565521,264.45,28.6
2010-11-2,14:00:00,14:15:01,900.28,34112668,229.02,33.65
2010-11-3,,,,,,
2010-11-4,,,,,,
2010-11-5,,,,,,
2010-11-6,,,,,,
2010-11-7,,,,,,
2010-11-8,,,,,,
2010-11-9,,,,,,
2010-11-10,,,,,,
2010-11-11,14:00:00,14:15:00,899.9,40343924,254.46,25.58
2010-11-12,14:00:00,14:15:01,900.58,40246172,257.12,26.82
2010-11-13,14:00:01,14:15:00,899.3,31158830,203.81,21.62
2010-11-14,14:00:00,14:15:00,899.65,32214527,214.82,22.46
2010-11-15,14:00:00,14:15:00,900.39,40497876,256.65,27.84
2010-11-16,14:00:00,14:15:01,900.14,43811738,282.56,29.27
2010-11-17,14:00:00,14:15:00,900.01,43116727,285.6,51.65
2010-11-18,14:00:00,14:15:01,900.43,42864095,271.86,30.62
2010-11-19,14:00:00,14:15:00,899.87,41509590,281.31,26.87
2010-11-20,14:00:00,14:15:01,900.78,35358651,235.04,27.73
2010-11-21,14:00:00,14:15:00,900.19,41382602,282.05,32.23
2010-11-22,14:00:00,14:15:00,900.03,53745119,370.56,42.16
2010-11-23,14:00:00,14:15:00,899.93,40866579,289.96,39.3
2010-11-24,14:00:01,14:15:01,900.13,48105307,314.43,38.14
2010-11-25,14:00:01,14:15:00,899.52,54638634,360.83,30.6
2010-11-26,14:00:01,14:15:00,899.27,43781921,278.53,21.72
2010-11-27,14:00:00,14:15:01,900.62,40276491,261.23,26.01
2010-11-28,14:00:00,14:15:01,900.24,31641326,211.81,21.84
2010-11-29,14:00:01,14:15:01,899.98,41275391,269.28,25.71
2010-11-30,14:00:00,14:15:01,900.83,47175489,305.9,34.58
2010-12-1,14:00:00,14:15:00,899.86,47402527,325.41,40.96
2010-12-2,14:00:01,14:15:01,899.88,44282848,288.23,36.9
2010-12-3,14:00:01,14:15:00,899.29,36314810,235.94,25.02
2010-12-4,14:00:01,14:15:00,899.47,38237205,256.17,27.94
2010-12-5,14:00:01,14:15:01,899.93,30388762,212.22,21.48
2010-12-6,14:00:01,14:15:01,899.96,42737521,277.12,28.45
2010-12-7,14:00:01,14:15:00,899.4,50790138,331.19,29.38
2010-12-8,14:00:01,14:15:00,899.57,43879278,260.82,23.15
2010-12-9,14:00:01,14:15:01,900.17,44293070,284.2,32.49
2010-12-10,14:00:01,14:15:00,899.23,38421298,239.82,27.71
2010-12-11,14:00:00,14:15:00,899.47,32647009,218.21,23.66
2010-12-12,14:00:00,14:15:00,900.4,24929752,169.16,24.83
2010-12-13,14:00:01,14:15:01,899.88,38260072,257.93,31.72
2010-12-14,14:00:00,14:15:00,899.64,39568884,244.91,27.14
2010-12-15,14:00:00,14:15:01,900.21,38884414,263.29,32.67
2010-12-16,14:00:00,14:15:00,900.19,37683897,258.58,36.38
2010-12-17,14:00:01,14:15:00,899.77,32583941,217.2,30.92
2010-12-18,14:00:00,14:15:00,899.65,31731570,217.73,27.88
2010-12-19,14:00:00,14:15:00,899.49,26396633,183.39,26.15
2010-12-20,14:00:01,14:15:01,900.22,40712062,267.26,39.23
2010-12-21,14:00:01,14:15:01,900.12,37508147,255.38,32.99
2010-12-22,14:00:01,14:15:00,899.29,39372324,268.43,43.98
2010-12-23,14:00:00,14:15:00,899.93,31691890,242.53,38.04
2010-12-24,14:00:00,14:15:01,900.19,30731726,214.23,31.44
2010-12-25,14:00:00,14:15:01,900.59,31116454,226.76,35.86
2010-12-26,14:00:00,14:15:00,900.52,24084585,161.69,21.08
2010-12-27,14:00:00,14:15:00,900.07,30954993,218.1,26.7
2010-12-28,14:00:01,14:15:01,899.99,35584990,275.42,34.32
2010-12-29,14:00:00,14:15:00,899.98,24501049,181.87,26.36
2010-12-30,14:00:01,14:15:00,899.71,42697870,295.62,29.1
2010-12-31,,,,,,
2011-1-1,14:00:00,14:15:01,900.87,22863072,152.86,21.59
2011-1-2,14:00:00,14:15:00,900.03,21614992,152.87,21.82
2011-1-3,14:00:01,14:15:01,900.01,29316211,218.84,26.17
2011-1-4,14:00:01,14:15:00,899.4,31917051,217.92,25.17
2011-1-5,14:00:00,14:15:01,900.5,28982302,194.68,29.96
2011-1-6,14:00:00,14:15:00,900.32,37097053,234.51,29.44
2011-1-7,14:00:01,14:15:01,900.16,36839741,249.17,29.11
2011-1-8,14:00:00,14:15:00,899.93,33158126,212.15,23.82
2011-1-9,14:00:01,14:15:00,899.2,28944127,194.17,27.21
2011-1-10,14:00:00,14:15:00,899.64,32853704,221.56,22.89
2011-1-11,14:00:01,14:15:00,899.38,37955655,232.98,26.19
2011-1-12,14:00:00,14:15:00,899.93,35251427,210.01,21.69
2011-1-13,14:00:00,14:15:01,900.14,42848185,240.24,21.47
2011-1-14,14:00:00,14:15:00,900.18,41031812,229.14,37.52
2011-1-15,14:00:00,14:15:00,899.77,32678457,192.65,20.02
2011-1-16,14:00:00,14:15:00,899.99,36747768,252.8,39.58
2011-1-17,14:00:01,14:15:00,899.34,45523753,274.59,67.82
2011-1-18,14:00:00,14:15:01,900.16,45480035,274.63,47.11
2011-1-19,14:00:00,14:15:00,900.13,46910615,295.49,46.67
2011-1-20,14:00:00,14:15:00,900.46,49479708,346.04,55.61
2011-1-21,14:00:00,14:15:01,900.73,45421417,320.78,87.04
2011-1-22,14:00:00,14:15:00,900.12,36309075,250.76,48.59
2011-1-23,14:00:00,14:15:00,899.75,37571701,265.47,46.69
2011-1-24,14:00:00,14:15:00,900.04,40094145,264.39,42.96
2011-1-25,14:00:00,14:15:00,900.23,44276329,302.14,42.99
2011-1-26,14:00:00,14:15:00,900.39,41217420,249.49,45.4
2011-1-27,14:00:00,14:15:00,899.93,46878714,301.24,62.98
2011-1-28,14:00:00,14:15:00,899.88,46498107,290.98,48.61
2011-1-29,14:00:00,14:15:00,899.9,47426737,336.78,45.26
2011-1-30,14:00:01,14:15:00,899.33,48473506,364.97,58.46
2011-1-31,14:00:00,14:15:00,899.98,53548669,399,48.17
2011-2-1,14:00:00,14:15:00,900.39,37834400,265.34,36.24
2011-2-2,14:00:00,14:15:01,900.72,39292065,271.73,41.57
2011-2-3,14:00:00,14:15:00,900.09,33619724,219.57,37.3
2011-2-4,14:00:01,14:15:00,899.41,38991922,259.51,48.96
2011-2-5,14:00:00,14:15:00,899.6,33136207,241.97,56.59
2011-2-6,14:00:01,14:15:00,899.21,30230424,220.83,48.27
2011-2-7,14:00:01,14:15:01,900,46220577,321.23,43.26
2011-2-8,14:00:01,14:15:00,899.31,36806670,239.45,51.83
2011-2-9,14:00:01,14:15:01,900,38310312,249.88,46.74
2011-2-10,14:00:00,14:15:01,900.21,47081240,298.58,47.83
2011-2-11,14:00:01,14:15:00,899.43,27383779,197.2,45.11
2011-2-12,14:00:01,14:15:00,899.3,30340316,218.57,36.87
2011-2-13,14:00:00,14:15:00,900.5,25970238,181.05,38.65
2011-2-14,14:00:00,14:15:01,900.6,38790413,273.52,44.74
2011-2-15,14:00:00,14:15:00,899.94,39364809,258.98,42.86
2011-2-16,14:00:00,14:15:00,900.05,40829938,295.47,54.16
2011-2-17,14:00:01,14:15:00,899.65,38065338,263.19,48.07
2011-2-18,14:00:00,14:15:00,899.73,38442796,267.75,42
2011-2-19,14:00:01,14:15:01,899.93,30675127,203.95,49.14
2011-2-20,14:00:00,14:15:00,899.83,29648040,222.46,53.97
2011-2-21,14:00:01,14:15:01,899.55,36569877,247.8,43.24
2011-2-22,14:00:01,14:15:01,900.08,38551518,262.73,44.94
2011-2-23,14:00:01,14:15:00,899.77,36158077,224.88,40.4
2011-2-24,14:00:01,14:15:00,899.32,45903958,330.35,64.15
2011-2-25,14:00:01,14:15:00,899.93,38586010,262.06,64.94
2011-2-26,14:00:01,14:15:00,899.18,36550151,265.97,44.64
