dataset,algorithm,quantity,rmse,train_time,predict_time,n_ins,n_outs,n_filters,n_kernels,n_epochs,n_batch,n_diff,res_sizes,n_leaking_rate,spectral_rads,n_nodes,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
shortterm,cnn,datarate,17.13317328,2.81623292,1.081079006,50,1,64,3,20,30,96,,,,,,,,,,,,
shortterm,cnn,datarate,15.87646283,2.779643059,1.160686016,50,1,64,3,20,50,96,,,,,,,,,,,,
shortterm,cnn,datarate,19.41991036,3.712832928,1.138329029,50,1,64,3,50,10,96,,,,,,,,,,,,
shortterm,cnn,datarate,19.21481068,3.377501011,1.134993076,50,1,64,3,50,20,96,,,,,,,,,,,,
shortterm,cnn,datarate,17.97958838,3.323330879,1.155589104,50,1,64,3,50,30,96,,,,,,,,,,,,
shortterm,cnn,datarate,17.78307829,3.183854818,1.179698944,50,1,64,3,50,50,96,,,,,,,,,,,,
shortterm,cnn,datarate,17.72914539,3.035921812,1.221765995,50,1,64,5,10,10,96,,,,,,,,,,,,
shortterm,cnn,datarate,16.74127507,3.066591024,1.272144794,50,1,64,5,10,20,96,,,,,,,,,,,,
shortterm,cnn,datarate,16.18765665,3.084720135,1.316962957,50,1,64,5,10,30,96,,,,,,,,,,,,
shortterm,cnn,datarate,16.52081981,3.096353054,1.24812007,50,1,64,5,10,50,96,,,,,,,,,,,,
shortterm,cnn,datarate,18.61306783,3.487699032,1.264880896,50,1,64,5,20,10,96,,,,,,,,,,,,
shortterm,cnn,datarate,18.04305736,3.31652689,1.349507093,50,1,64,5,20,20,96,,,,,,,,,,,,
shortterm,cnn,datarate,17.22524964,3.370245934,1.310304165,50,1,64,5,20,30,96,,,,,,,,,,,,
shortterm,cnn,datarate,16.86461754,3.373474836,1.354480982,50,1,64,5,20,50,96,,,,,,,,,,,,
shortterm,cnn,datarate,20.00590207,4.355700016,1.426069975,50,1,64,5,50,10,96,,,,,,,,,,,,
shortterm,cnn,datarate,19.7928676,3.99888587,1.360837936,50,1,64,5,50,20,96,,,,,,,,,,,,
shortterm,cnn,datarate,18.10973716,3.975980997,1.430026054,50,1,64,5,50,30,96,,,,,,,,,,,,
shortterm,cnn,datarate,18.00062933,3.746548176,1.405800104,50,1,64,5,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1832727.464,3.594888926,1.452876091,5,1,64,3,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1797080.871,3.521981001,1.535033941,5,1,64,3,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1813008.025,3.544698954,1.475420952,5,1,64,3,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1846900.405,3.551229954,1.551921844,5,1,64,3,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1832013.281,3.985293865,1.50525713,5,1,64,3,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1818078.998,3.888544798,1.520164013,5,1,64,3,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1782847.411,3.799105883,1.596518993,5,1,64,3,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1828412.208,3.780488014,1.595037937,5,1,64,3,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1851247.751,4.865729809,1.584239006,5,1,64,3,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1846255.373,4.406143188,1.597507,5,1,64,3,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1832093.033,4.219749928,1.632279158,5,1,64,3,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1821461.843,4.109911919,1.665987968,5,1,64,3,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1618506.637,4.22318387,1.678476095,10,1,64,3,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1707931.366,4.113023996,1.743801117,10,1,64,3,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1781715.802,4.1665411,1.72456193,10,1,64,3,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1674079.85,4.64928484,1.790751934,10,1,64,3,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1657960.707,4.656567812,1.791431904,10,1,64,3,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1694121.664,4.482650995,1.840134144,10,1,64,3,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1681480.537,4.454700947,1.83424902,10,1,64,3,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1717482.201,4.410516024,1.841101885,10,1,64,3,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1678722.224,5.591192007,1.881404877,10,1,64,3,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1656220.046,5.026767015,1.856349945,10,1,64,3,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1694239.206,4.899305105,1.934678078,10,1,64,3,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1635825.755,4.764997959,1.917323112,10,1,64,3,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1618909.168,4.756425142,1.925940037,10,1,64,5,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1674345.068,4.743687153,2.003197908,10,1,64,5,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1723680.519,4.734871149,2.030486107,10,1,64,5,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1730601.204,4.75883007,2.075127125,10,1,64,5,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1624429.747,5.169987917,2.044091225,10,1,64,5,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1721003.454,5.002914906,2.054950953,10,1,64,5,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1599150.115,5.081583023,2.085454941,10,1,64,5,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1671289.118,4.967641115,2.107357979,10,1,64,5,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1696392.007,6.256566048,2.104302883,10,1,64,5,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1694891.214,5.679818869,2.153169155,10,1,64,5,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1693289.036,5.455088139,2.198913097,10,1,64,5,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1697569.59,5.361269951,2.201516867,10,1,64,5,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1788942.13,5.380738974,2.234519005,20,1,64,3,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1904001.149,5.27740407,2.236289024,20,1,64,3,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,2036895.165,5.311925888,2.276059866,20,1,64,3,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1955280.108,5.395143032,2.281172991,20,1,64,3,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1762221.023,5.922749043,2.328819036,20,1,64,3,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1845228.456,5.665812969,2.319788933,20,1,64,3,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1883779.575,6.389016151,2.405979872,20,1,64,3,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1929087.258,5.768028021,2.428825855,20,1,64,3,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1784091.858,7.157294989,2.415734053,20,1,64,3,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1800624.318,6.512531042,2.554645061,20,1,64,3,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1762745.698,6.365735054,2.573498011,20,1,64,3,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1757314.87,6.255146027,2.511111975,20,1,64,3,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1780475.177,6.094655037,2.522063017,20,1,64,5,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1930473.94,6.012674093,2.617375851,20,1,64,5,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,2036125.941,6.050375938,2.565881968,20,1,64,5,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,2036462.305,6.045609951,2.621639013,20,1,64,5,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1759372.587,6.651612043,2.654999971,20,1,64,5,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1820741.943,6.395825863,2.651344061,20,1,64,5,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1904760.042,6.447813988,2.664795876,20,1,64,5,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1862216.071,6.341732979,2.697818995,20,1,64,5,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1795988.682,7.746481895,2.710381985,20,1,64,5,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1796200.438,7.201570988,2.812795877,20,1,64,5,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1786907.186,7.160166979,2.753530979,20,1,64,5,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,1842280.744,6.82960391,2.753890991,20,1,64,5,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5341836.586,6.788897991,2.791874886,50,1,64,3,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5943031.654,6.690562963,2.853952885,50,1,64,3,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5206073.035,6.742814064,2.86204195,50,1,64,3,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5288108.649,6.707360983,2.872415066,50,1,64,3,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5539220.338,7.274992943,2.953622103,50,1,64,3,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5320711.459,7.153793097,2.955646038,50,1,64,3,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6119195.699,7.071130991,2.950196981,50,1,64,3,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5857321.927,7.086117983,3.028571129,50,1,64,3,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6601996.85,8.470119953,3.005064964,50,1,64,3,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5745233.215,7.853427887,3.045429945,50,1,64,3,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5869513.472,7.877373934,3.15763998,50,1,64,3,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5452589.647,7.489698172,3.087463856,50,1,64,3,50,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6635417.3,7.53953886,3.195425034,50,1,64,5,10,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5948116.643,7.441059828,3.125819921,50,1,64,5,10,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6381116.52,7.305732965,3.217311859,50,1,64,5,10,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5643237.491,7.323194981,3.212560892,50,1,64,5,10,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5643761.817,8.874015093,3.282006025,50,1,64,5,20,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5749692.733,7.875467062,3.360878944,50,1,64,5,20,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6337475.03,7.951323986,3.36720705,50,1,64,5,20,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6052439.717,7.802839994,3.384653091,50,1,64,5,20,50,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5938386.915,9.267518997,3.322477102,50,1,64,5,50,10,96,,,,,,,,,,,,
shortterm,cnn,packetrate,6177190.66,8.745196104,3.35633707,50,1,64,5,50,20,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5564728.81,8.592133999,3.374758959,50,1,64,5,50,30,96,,,,,,,,,,,,
shortterm,cnn,packetrate,5869675.178,8.304971933,3.487370968,50,1,64,5,50,50,96,,,,,,,,,,,,
longterm,esn,datarate,176.0458763,0.049570799,0.015731812,5,1,,,,,,50,0.1,0.1,,,,,,,,,
longterm,esn,datarate,168.7132845,0.064754009,0.015414,5,1,,,,,,50,0.1,0.3,,,,,,,,,
longterm,esn,datarate,166.5559306,0.114205837,0.015465021,5,1,,,,,,50,0.1,0.5,,,,,,,,,
longterm,esn,datarate,175.3629658,0.065119982,0.015595913,5,1,,,,,,50,0.1,0.7,,,,,,,,,
longterm,esn,datarate,169.3344077,0.064734936,0.015529156,5,1,,,,,,50,0.1,0.9,,,,,,,,,
longterm,esn,datarate,201.5728065,0.065648079,0.015609026,5,1,,,,,,50,0.2,0.1,,,,,,,,,
longterm,esn,datarate,162.7356135,0.092437029,0.015500069,5,1,,,,,,50,0.2,0.3,,,,,,,,,
longterm,esn,datarate,194.6985932,0.064881086,0.015534878,5,1,,,,,,50,0.2,0.5,,,,,,,,,
longterm,esn,datarate,144.245993,0.064921141,0.015484095,5,1,,,,,,50,0.2,0.7,,,,,,,,,
longterm,esn,datarate,162.7909136,0.06479907,0.018023014,5,1,,,,,,50,0.2,0.9,,,,,,,,,
longterm,esn,datarate,181.955167,0.069918871,0.016455889,5,1,,,,,,50,0.3,0.1,,,,,,,,,
longterm,esn,datarate,180.2878618,0.073457003,0.017654896,5,1,,,,,,50,0.3,0.3,,,,,,,,,
longterm,esn,datarate,157.2530876,0.0730021,0.017470121,5,1,,,,,,50,0.3,0.5,,,,,,,,,
longterm,esn,datarate,154.2383747,0.072238922,0.017359018,5,1,,,,,,50,0.3,0.7,,,,,,,,,
longterm,esn,datarate,168.5422258,0.072242022,0.017437935,5,1,,,,,,50,0.3,0.9,,,,,,,,,
longterm,esn,datarate,197.876019,0.072796106,0.017626047,5,1,,,,,,50,0.5,0.1,,,,,,,,,
longterm,esn,datarate,153.882636,0.07266593,0.017249107,5,1,,,,,,50,0.5,0.3,,,,,,,,,
longterm,esn,datarate,150.7014538,0.073044062,0.017539978,5,1,,,,,,50,0.5,0.5,,,,,,,,,
longterm,esn,datarate,149.9879681,0.071923018,0.017573118,5,1,,,,,,50,0.5,0.7,,,,,,,,,
longterm,esn,datarate,159.9457002,0.073457956,0.017633915,5,1,,,,,,50,0.5,0.9,,,,,,,,,
longterm,esn,datarate,193.0510908,0.073145866,0.017508984,5,1,,,,,,50,0.8,0.1,,,,,,,,,
longterm,esn,datarate,149.4227484,0.073212147,0.017461061,5,1,,,,,,50,0.8,0.3,,,,,,,,,
longterm,esn,datarate,136.6227996,0.085036993,0.019484043,5,1,,,,,,50,0.8,0.5,,,,,,,,,
longterm,esn,datarate,143.4476257,0.066669941,0.015676975,5,1,,,,,,50,0.8,0.7,,,,,,,,,
longterm,esn,datarate,144.5751849,0.065232992,0.015641928,5,1,,,,,,50,0.8,0.9,,,,,,,,,
longterm,esn,datarate,702.9459618,0.091310978,0.020957947,5,1,,,,,,100,0.1,0.1,,,,,,,,,
longterm,esn,datarate,181.8021538,0.090354919,0.021723986,5,1,,,,,,100,0.1,0.3,,,,,,,,,
longterm,esn,datarate,200.6648063,0.152591944,0.021607876,5,1,,,,,,100,0.1,0.5,,,,,,,,,
longterm,esn,datarate,222.2437238,0.141882896,0.021098852,5,1,,,,,,100,0.1,0.7,,,,,,,,,
longterm,esn,datarate,193.1598137,0.110441923,0.021571159,5,1,,,,,,100,0.1,0.9,,,,,,,,,
longterm,esn,datarate,516.5342401,0.204180002,0.02105689,5,1,,,,,,100,0.2,0.1,,,,,,,,,
longterm,esn,datarate,190.1233303,0.11194706,0.020895004,5,1,,,,,,100,0.2,0.3,,,,,,,,,
longterm,esn,datarate,195.8608443,0.089818001,0.021060944,5,1,,,,,,100,0.2,0.5,,,,,,,,,
longterm,esn,datarate,198.0273528,0.117775202,0.021164894,5,1,,,,,,100,0.2,0.7,,,,,,,,,
longterm,esn,datarate,220.7123567,0.089736938,0.021172047,5,1,,,,,,100,0.2,0.9,,,,,,,,,
longterm,esn,datarate,299.9542553,0.16088295,0.021245003,5,1,,,,,,100,0.3,0.1,,,,,,,,,
longterm,esn,datarate,249.2777282,0.130609035,0.021155119,5,1,,,,,,100,0.3,0.3,,,,,,,,,
longterm,esn,datarate,194.875165,0.100166082,0.021156073,5,1,,,,,,100,0.3,0.5,,,,,,,,,
longterm,esn,datarate,184.0392273,0.108801126,0.021234035,5,1,,,,,,100,0.3,0.7,,,,,,,,,
longterm,esn,datarate,201.2743622,0.090702057,0.021253824,5,1,,,,,,100,0.3,0.9,,,,,,,,,
longterm,esn,datarate,237.0998858,0.158043861,0.021904945,5,1,,,,,,100,0.5,0.1,,,,,,,,,
longterm,esn,datarate,204.2591169,0.128669977,0.021579027,5,1,,,,,,100,0.5,0.3,,,,,,,,,
longterm,esn,datarate,163.0733984,0.208109856,0.021324873,5,1,,,,,,100,0.5,0.5,,,,,,,,,
longterm,esn,datarate,194.2685683,0.090102911,0.02125597,5,1,,,,,,100,0.5,0.7,,,,,,,,,
longterm,esn,datarate,166.771147,0.091845036,0.021231174,5,1,,,,,,100,0.5,0.9,,,,,,,,,
longterm,esn,datarate,249.8861714,0.090543985,0.021528959,5,1,,,,,,100,0.8,0.1,,,,,,,,,
longterm,esn,datarate,184.8171291,0.09296298,0.021300077,5,1,,,,,,100,0.8,0.3,,,,,,,,,
longterm,esn,datarate,181.8650314,0.125819921,0.020999908,5,1,,,,,,100,0.8,0.5,,,,,,,,,
longterm,esn,datarate,170.128472,0.090487957,0.021102905,5,1,,,,,,100,0.8,0.7,,,,,,,,,
longterm,esn,datarate,141.86287,0.09031105,0.021073103,5,1,,,,,,100,0.8,0.9,,,,,,,,,
longterm,esn,datarate,827.1898478,0.153318167,0.030025005,5,1,,,,,,200,0.1,0.1,,,,,,,,,
longterm,esn,datarate,373.7872943,0.193247795,0.031284809,5,1,,,,,,200,0.1,0.3,,,,,,,,,
longterm,esn,datarate,299.6052879,0.160564899,0.031476021,5,1,,,,,,200,0.1,0.5,,,,,,,,,
longterm,esn,datarate,346.9377906,0.15328908,0.055030823,5,1,,,,,,200,0.1,0.7,,,,,,,,,
longterm,esn,datarate,248.3644113,0.191868067,0.032268047,5,1,,,,,,200,0.1,0.9,,,,,,,,,
longterm,esn,datarate,1126.865969,0.17453599,0.054845095,5,1,,,,,,200,0.2,0.1,,,,,,,,,
longterm,esn,datarate,317.1522824,0.163904905,0.031114817,5,1,,,,,,200,0.2,0.3,,,,,,,,,
longterm,esn,datarate,309.4144088,0.171969175,0.031570911,5,1,,,,,,200,0.2,0.5,,,,,,,,,
longterm,esn,datarate,317.7514274,0.203996897,0.032638073,5,1,,,,,,200,0.2,0.7,,,,,,,,,
longterm,esn,datarate,374.5473328,0.316073895,0.031272173,5,1,,,,,,200,0.2,0.9,,,,,,,,,
longterm,esn,datarate,490.9154907,0.157071829,0.031205893,5,1,,,,,,200,0.3,0.1,,,,,,,,,
longterm,esn,datarate,327.4243147,0.256678104,0.061574936,5,1,,,,,,200,0.3,0.3,,,,,,,,,
longterm,esn,datarate,287.5013103,0.140007019,0.031174898,5,1,,,,,,200,0.3,0.5,,,,,,,,,
longterm,esn,datarate,278.0798092,0.131865025,0.031561136,5,1,,,,,,200,0.3,0.7,,,,,,,,,
longterm,esn,datarate,276.2124859,0.158885002,0.03096509,5,1,,,,,,200,0.3,0.9,,,,,,,,,
longterm,esn,datarate,895.5329081,0.137288094,0.031198025,5,1,,,,,,200,0.5,0.1,,,,,,,,,
longterm,esn,datarate,292.1015065,0.151360035,0.031482935,5,1,,,,,,200,0.5,0.3,,,,,,,,,
longterm,esn,datarate,289.3331697,0.15177989,0.031468153,5,1,,,,,,200,0.5,0.5,,,,,,,,,
longterm,esn,datarate,260.3643246,0.221497774,0.033038855,5,1,,,,,,200,0.5,0.7,,,,,,,,,
longterm,esn,datarate,232.2551659,0.157726049,0.031888962,5,1,,,,,,200,0.5,0.9,,,,,,,,,
longterm,esn,datarate,327.9150426,0.224964857,0.031599045,5,1,,,,,,200,0.8,0.1,,,,,,,,,
longterm,esn,datarate,196.3023731,0.134134054,0.031674147,5,1,,,,,,200,0.8,0.3,,,,,,,,,
longterm,esn,datarate,194.0530224,0.133158922,0.031133175,5,1,,,,,,200,0.8,0.5,,,,,,,,,
longterm,esn,datarate,180.9469155,0.258390903,0.031502008,5,1,,,,,,200,0.8,0.7,,,,,,,,,
longterm,esn,datarate,157.5356798,0.160243034,0.035176039,5,1,,,,,,200,0.8,0.9,,,,,,,,,
longterm,esn,datarate,2493.405995,0.262738943,0.05011487,5,1,,,,,,400,0.1,0.1,,,,,,,,,
longterm,esn,datarate,1269.934005,0.395115137,0.047950983,5,1,,,,,,400,0.1,0.3,,,,,,,,,
longterm,esn,datarate,745.7948028,0.258708,0.051392078,5,1,,,,,,400,0.1,0.5,,,,,,,,,
longterm,esn,datarate,976.7123083,0.390944958,0.048368931,5,1,,,,,,400,0.1,0.7,,,,,,,,,
longterm,esn,datarate,691.9996663,0.4447999,0.046453953,5,1,,,,,,400,0.1,0.9,,,,,,,,,
longterm,esn,datarate,2285.001033,0.285691977,0.047928095,5,1,,,,,,400,0.2,0.1,,,,,,,,,
longterm,esn,datarate,986.0590559,0.361380816,0.047281981,5,1,,,,,,400,0.2,0.3,,,,,,,,,
longterm,esn,datarate,991.587312,0.314424038,0.075725079,5,1,,,,,,400,0.2,0.5,,,,,,,,,
longterm,esn,datarate,628.0994577,0.259330034,0.047749043,5,1,,,,,,400,0.2,0.7,,,,,,,,,
longterm,esn,datarate,880.7322394,0.37951684,0.04612112,5,1,,,,,,400,0.2,0.9,,,,,,,,,
longterm,esn,datarate,1620.270615,0.307161093,0.048089027,5,1,,,,,,400,0.3,0.1,,,,,,,,,
longterm,esn,datarate,800.1169359,0.350107908,0.047857046,5,1,,,,,,400,0.3,0.3,,,,,,,,,
longterm,esn,datarate,923.023715,0.28332901,0.04777503,5,1,,,,,,400,0.3,0.5,,,,,,,,,
longterm,esn,datarate,721.0750472,0.487118006,0.096721888,5,1,,,,,,400,0.3,0.7,,,,,,,,,
longterm,esn,datarate,518.0447184,0.313382864,0.048084974,5,1,,,,,,400,0.3,0.9,,,,,,,,,
longterm,esn,datarate,2295.035667,0.269608974,0.047785044,5,1,,,,,,400,0.5,0.1,,,,,,,,,
longterm,esn,datarate,608.7193589,0.276751995,0.049031973,5,1,,,,,,400,0.5,0.3,,,,,,,,,
longterm,esn,datarate,611.3683068,0.382401943,0.084554195,5,1,,,,,,400,0.5,0.5,,,,,,,,,
longterm,esn,datarate,565.7340276,0.323013067,0.049809933,5,1,,,,,,400,0.5,0.7,,,,,,,,,
longterm,esn,datarate,458.1993597,0.315438032,0.048090935,5,1,,,,,,400,0.5,0.9,,,,,,,,,
longterm,esn,datarate,1151.456856,0.213973999,0.050406933,5,1,,,,,,400,0.8,0.1,,,,,,,,,
longterm,esn,datarate,450.1945484,0.258841991,0.048393011,5,1,,,,,,400,0.8,0.3,,,,,,,,,
longterm,esn,datarate,361.1860191,0.286451817,0.049254894,5,1,,,,,,400,0.8,0.5,,,,,,,,,
longterm,esn,datarate,283.4640441,0.371580839,0.048823833,5,1,,,,,,400,0.8,0.7,,,,,,,,,
longterm,esn,datarate,266.5746428,0.232675076,0.049283981,5,1,,,,,,400,0.8,0.9,,,,,,,,,
longterm,esn,datarate,21889.01101,0.447682142,0.114956856,5,1,,,,,,600,0.1,0.1,,,,,,,,,
longterm,esn,datarate,5253.890354,0.343877077,0.098117113,5,1,,,,,,600,0.1,0.3,,,,,,,,,
longterm,esn,datarate,2946.938858,0.442575932,0.126416206,5,1,,,,,,600,0.1,0.5,,,,,,,,,
longterm,esn,datarate,3037.751735,0.459423065,0.071031094,5,1,,,,,,600,0.1,0.7,,,,,,,,,
longterm,esn,datarate,2277.862481,0.383658171,0.069753885,5,1,,,,,,600,0.1,0.9,,,,,,,,,
longterm,esn,datarate,4195.546266,0.448653936,0.069840908,5,1,,,,,,600,0.2,0.1,,,,,,,,,
longterm,esn,datarate,2450.894079,0.409518957,0.070697069,5,1,,,,,,600,0.2,0.3,,,,,,,,,
longterm,esn,datarate,1608.160234,0.37143898,0.070676804,5,1,,,,,,600,0.2,0.5,,,,,,,,,
longterm,esn,datarate,1992.642541,0.43688488,0.070080996,5,1,,,,,,600,0.2,0.7,,,,,,,,,
longterm,esn,datarate,1646.378727,0.388219118,0.070150137,5,1,,,,,,600,0.2,0.9,,,,,,,,,
longterm,esn,datarate,3355.664468,0.380887985,0.114207029,5,1,,,,,,600,0.3,0.1,,,,,,,,,
longterm,esn,datarate,2319.439249,0.44610405,0.073640108,5,1,,,,,,600,0.3,0.3,,,,,,,,,
longterm,esn,datarate,1770.507878,0.381919146,0.073799849,5,1,,,,,,600,0.3,0.5,,,,,,,,,
longterm,esn,datarate,2521.408547,0.439613819,0.073925972,5,1,,,,,,600,0.3,0.7,,,,,,,,,
longterm,esn,datarate,1969.315144,0.383314133,0.074280977,5,1,,,,,,600,0.3,0.9,,,,,,,,,
longterm,esn,datarate,2823.164888,0.573334932,0.073817015,5,1,,,,,,600,0.5,0.1,,,,,,,,,
longterm,esn,datarate,1864.674578,0.527806997,0.070306063,5,1,,,,,,600,0.5,0.3,,,,,,,,,
longterm,esn,datarate,1277.551551,0.592854023,0.070281982,5,1,,,,,,600,0.5,0.5,,,,,,,,,
longterm,esn,datarate,1027.636362,0.503246069,0.070986032,5,1,,,,,,600,0.5,0.7,,,,,,,,,
longterm,esn,datarate,1358.712135,0.412847042,0.071005106,5,1,,,,,,600,0.5,0.9,,,,,,,,,
longterm,esn,datarate,5205.68898,0.473291159,0.070538998,5,1,,,,,,600,0.8,0.1,,,,,,,,,
longterm,esn,datarate,994.4411412,0.419247866,0.072623014,5,1,,,,,,600,0.8,0.3,,,,,,,,,
longterm,esn,datarate,543.6959972,0.496711016,0.071334124,5,1,,,,,,600,0.8,0.5,,,,,,,,,
longterm,esn,datarate,555.2161255,0.496834993,0.129104853,5,1,,,,,,600,0.8,0.7,,,,,,,,,
longterm,esn,datarate,257.6305001,0.48803091,0.071454048,5,1,,,,,,600,0.8,0.9,,,,,,,,,
longterm,esn,datarate,206722.7816,0.982756853,0.258219957,5,1,,,,,,1000,0.1,0.1,,,,,,,,,
longterm,esn,datarate,108105.7652,1.061209917,0.158571959,5,1,,,,,,1000,0.1,0.3,,,,,,,,,
longterm,esn,datarate,734150.1695,0.939339161,0.159763098,5,1,,,,,,1000,0.1,0.5,,,,,,,,,
longterm,esn,datarate,249076.5272,0.968032837,0.162289143,5,1,,,,,,1000,0.1,0.7,,,,,,,,,
longterm,esn,datarate,8136199.295,1.101939917,0.162040949,5,1,,,,,,1000,0.1,0.9,,,,,,,,,
longterm,esn,datarate,86099.86784,0.878509998,0.159152985,5,1,,,,,,1000,0.2,0.1,,,,,,,,,
longterm,esn,datarate,11806.17801,0.876851082,0.259749174,5,1,,,,,,1000,0.2,0.3,,,,,,,,,
longterm,esn,datarate,10549.28549,1.122368097,0.16317606,5,1,,,,,,1000,0.2,0.5,,,,,,,,,
longterm,esn,datarate,9234.625281,0.864439964,0.164057016,5,1,,,,,,1000,0.2,0.7,,,,,,,,,
longterm,esn,datarate,8383.280526,0.968335867,0.157001019,5,1,,,,,,1000,0.2,0.9,,,,,,,,,
longterm,esn,datarate,55659.87689,1.064928055,0.159003019,5,1,,,,,,1000,0.3,0.1,,,,,,,,,
longterm,esn,datarate,5190.027836,0.869111061,0.159103155,5,1,,,,,,1000,0.3,0.3,,,,,,,,,
longterm,esn,datarate,7897.742378,1.003679037,0.157161951,5,1,,,,,,1000,0.3,0.5,,,,,,,,,
longterm,esn,datarate,7798.521501,0.997066021,0.168028831,5,1,,,,,,1000,0.3,0.7,,,,,,,,,
