Total configs: 96
shortterm
datarates
('dataset_len = ', 385)
starting cnn grid search
config, rmse, t_time, p_time
([5, 1, 64, 3, 10, 10, 96], 15.110785039381826, 0.37084507942199707, 0.03476095199584961)
([5, 1, 64, 3, 10, 20, 96], 15.07994380435243, 0.3173389434814453, 0.04367494583129883)
([5, 1, 64, 3, 10, 30, 96], 15.239805518886158, 0.32229089736938477, 0.05529618263244629)
([5, 1, 64, 3, 10, 50, 96], 15.360384966906357, 0.3910551071166992, 0.06372499465942383)
([5, 1, 64, 3, 20, 10, 96], 15.656847188419018, 0.5467989444732666, 0.07148098945617676)
([5, 1, 64, 3, 20, 20, 96], 15.516377359645947, 0.46396303176879883, 0.08079314231872559)
([5, 1, 64, 3, 20, 30, 96], 15.511107599465545, 0.4589719772338867, 0.09266304969787598)
([5, 1, 64, 3, 20, 50, 96], 15.106581359437548, 0.45855283737182617, 0.10733485221862793)
([5, 1, 64, 3, 50, 10, 96], 15.643541191616501, 1.0743861198425293, 0.11884593963623047)
([5, 1, 64, 3, 50, 20, 96], 15.761131778508016, 0.7610769271850586, 0.13257884979248047)
([5, 1, 64, 3, 50, 30, 96], 15.797788874955417, 0.7148528099060059, 0.1453690528869629)
([5, 1, 64, 3, 50, 50, 96], 15.65807477721972, 0.6653571128845215, 0.16179513931274414)
([10, 1, 64, 3, 10, 10, 96], 13.8894730735752, 0.7420840263366699, 0.1836249828338623)
([10, 1, 64, 3, 10, 20, 96], 14.193494156349233, 0.7785651683807373, 0.20050811767578125)
([10, 1, 64, 3, 10, 30, 96], 14.378846390852722, 0.705082893371582, 0.2167198657989502)
([10, 1, 64, 3, 10, 50, 96], 14.954566150684055, 0.7234089374542236, 0.22999215126037598)
([10, 1, 64, 3, 20, 10, 96], 13.878762485217745, 0.9830069541931152, 0.24914002418518066)
([10, 1, 64, 3, 20, 20, 96], 13.959759049003187, 0.8977088928222656, 0.2649521827697754)
([10, 1, 64, 3, 20, 30, 96], 14.124462493733535, 0.8965640068054199, 0.27642083168029785)
([10, 1, 64, 3, 20, 50, 96], 13.974753754710228, 1.0344619750976562, 0.2905900478363037)
([10, 1, 64, 3, 50, 10, 96], 13.68389408559586, 1.5259649753570557, 0.3034701347351074)
([10, 1, 64, 3, 50, 20, 96], 13.889629470735903, 1.2709228992462158, 0.3192589282989502)
([10, 1, 64, 3, 50, 30, 96], 13.627798217288678, 1.220405101776123, 0.33931684494018555)
([10, 1, 64, 3, 50, 50, 96], 13.887633305366847, 1.1398909091949463, 0.3547549247741699)
([10, 1, 64, 5, 10, 10, 96], 13.851974230501316, 1.1268439292907715, 0.36783790588378906)
([10, 1, 64, 5, 10, 20, 96], 14.382936578166502, 1.1080310344696045, 0.3999748229980469)
([10, 1, 64, 5, 10, 30, 96], 15.307428689069212, 1.2870128154754639, 0.39858317375183105)
([10, 1, 64, 5, 10, 50, 96], 14.557188803005252, 1.1358211040496826, 0.4318239688873291)
([10, 1, 64, 5, 20, 10, 96], 13.85995088447213, 1.4213039875030518, 0.43184709548950195)
([10, 1, 64, 5, 20, 20, 96], 13.90610072794316, 1.3287620544433594, 0.44003796577453613)
([10, 1, 64, 5, 20, 30, 96], 14.141444506230334, 1.32246994972229, 0.4708127975463867)
([10, 1, 64, 5, 20, 50, 96], 13.890593041234048, 1.3276829719543457, 0.47542500495910645)
([10, 1, 64, 5, 50, 10, 96], 13.610006626690486, 2.0257248878479004, 0.49205994606018066)
([10, 1, 64, 5, 50, 20, 96], 13.723237289256796, 1.7161269187927246, 0.5180850028991699)
([10, 1, 64, 5, 50, 30, 96], 14.010044833928205, 1.6420519351959229, 0.5282299518585205)
([10, 1, 64, 5, 50, 50, 96], 14.017378980795856, 1.5726850032806396, 0.5612001419067383)
([20, 1, 64, 3, 10, 10, 96], 15.22829250339051, 1.5951800346374512, 0.568289041519165)
([20, 1, 64, 3, 10, 20, 96], 14.811903490029204, 1.548219919204712, 0.5830528736114502)
([20, 1, 64, 3, 10, 30, 96], 14.765198958886383, 1.596074104309082, 0.5913708209991455)
([20, 1, 64, 3, 10, 50, 96], 15.626613001706826, 1.5784659385681152, 0.6086599826812744)
([20, 1, 64, 3, 20, 10, 96], 14.47415962361015, 1.880575180053711, 0.6183960437774658)
([20, 1, 64, 3, 20, 20, 96], 14.472439384134729, 1.8301279544830322, 0.6358880996704102)
([20, 1, 64, 3, 20, 30, 96], 14.956229302966497, 1.8235421180725098, 0.6569299697875977)
([20, 1, 64, 3, 20, 50, 96], 15.258603209692566, 1.7751009464263916, 0.6651029586791992)
([20, 1, 64, 3, 50, 10, 96], 13.894926920380417, 2.548352003097534, 0.6973819732666016)
([20, 1, 64, 3, 50, 20, 96], 14.05770409361079, 2.2635130882263184, 0.701606035232544)
([20, 1, 64, 3, 50, 30, 96], 13.852239558193123, 2.203516960144043, 0.7145869731903076)
([20, 1, 64, 3, 50, 50, 96], 14.327509278650522, 2.3081021308898926, 0.7390158176422119)
([20, 1, 64, 5, 10, 10, 96], 14.760043911028536, 2.0438179969787598, 0.7639360427856445)
([20, 1, 64, 5, 10, 20, 96], 15.219560947502902, 1.9962821006774902, 0.7706539630889893)
([20, 1, 64, 5, 10, 30, 96], 15.434075890385568, 2.0264148712158203, 0.7877359390258789)
([20, 1, 64, 5, 10, 50, 96], 15.921863268436677, 2.0614521503448486, 0.8147828578948975)
([20, 1, 64, 5, 20, 10, 96], 14.648440646749446, 2.35817813873291, 0.834968090057373)
([20, 1, 64, 5, 20, 20, 96], 14.339266527169004, 2.255930185317993, 0.8558549880981445)
