rmse,train_time,predict_time,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
1068907.4532392295,0.1459000082576976,0.002372018028708065,"(0, 1, 2)","(2, 0, 1, 0)",n
1076689.396472087,0.27821793836705827,0.0025357919580796186,"(0, 1, 2)","(2, 0, 2, 0)",n
1072671.5914147987,0.03190175224752987,0.003343377393834731,"(0, 1, 2)","(0, 0, 0, 0)",c
1074390.3879064112,0.08605804443359374,0.00344697166891659,"(0, 1, 2)","(0, 0, 1, 0)",c
1073389.1586824292,0.05592651928172392,0.003533641029806698,"(0, 1, 2)","(0, 0, 2, 0)",c
1073817.3524024738,0.065550916335162,0.0033389848821303424,"(0, 1, 2)","(1, 0, 0, 0)",c
1075492.3514153382,0.20546499140122357,0.0034357435563031366,"(0, 1, 2)","(1, 0, 1, 0)",c
1074528.1140335482,0.13329124450683594,0.0035183261422549977,"(0, 1, 2)","(1, 0, 2, 0)",c
1073935.3527332437,0.17739653867833755,0.0034064461203182446,"(0, 1, 2)","(2, 0, 0, 0)",c
1070433.6532321514,0.26597355674294865,0.003489053950590246,"(0, 1, 2)","(2, 0, 1, 0)",c
1079509.093779878,0.4338571352117202,0.003586741054759306,"(0, 1, 2)","(2, 0, 2, 0)",c
1076477.3734561144,0.0320134303149055,0.0034010802998262293,"(0, 1, 2)","(0, 0, 0, 0)",t
1078212.0036254593,0.08683976285597857,0.003417245079489315,"(0, 1, 2)","(0, 0, 1, 0)",t
1077199.0398302113,0.055867879530962776,0.0038619490230784696,"(0, 1, 2)","(0, 0, 2, 0)",t
1077157.1744355129,0.0653308952555937,0.003332923440372243,"(0, 1, 2)","(1, 0, 0, 0)",t
1079178.1918971383,0.2063810236313764,0.003497620189891142,"(0, 1, 2)","(1, 0, 1, 0)",t
1077920.9618658328,0.1598878411685719,0.003545045852661133,"(0, 1, 2)","(1, 0, 2, 0)",t
1078229.671680716,0.17097140199997846,0.003366397408878102,"(0, 1, 2)","(2, 0, 0, 0)",t
1074601.1724379228,0.2651271651772892,0.0034357295316808363,"(0, 1, 2)","(2, 0, 1, 0)",t
1080752.3051646277,0.4163073343389175,0.0035803626565372245,"(0, 1, 2)","(2, 0, 2, 0)",t
1078916.5519457795,0.0374451805563534,0.003336365082684685,"(0, 1, 2)","(0, 0, 0, 0)",ct
1080649.7947243734,0.10100170303793514,0.003447900098912856,"(0, 1, 2)","(0, 0, 1, 0)",ct
1079644.16111603,0.06202054023742676,0.0034441919887767116,"(0, 1, 2)","(0, 0, 2, 0)",ct
1079241.8729141606,0.07779238083783319,0.003371558469884536,"(0, 1, 2)","(1, 0, 0, 0)",ct
1080252.0279619657,0.23279551337747012,0.0034633524277630973,"(0, 1, 2)","(1, 0, 1, 0)",ct
1079982.0325179277,0.18007228514727425,0.0035314531887278835,"(0, 1, 2)","(1, 0, 2, 0)",ct
1081726.875896847,0.21057322726530187,0.003346415127024931,"(0, 1, 2)","(2, 0, 0, 0)",ct
1077492.7433608465,0.30518325637368593,0.003420689526726218,"(0, 1, 2)","(2, 0, 1, 0)",ct
1089622.8386752405,0.4193303248461555,0.0035552894367891197,"(0, 1, 2)","(2, 0, 2, 0)",ct
1068338.84834366,0.020087444081025967,0.0022072174969841453,"(1, 0, 0)","(0, 0, 0, 0)",n
1066451.9593321302,0.030643763261682846,0.0021301578072940603,"(1, 0, 0)","(0, 0, 1, 0)",n
1074075.9407117907,0.05225113419925465,0.002274925568524529,"(1, 0, 0)","(0, 0, 2, 0)",n
1414794.268373243,0.03561748055850758,0.0021458962384392232,"(1, 0, 0)","(1, 0, 0, 0)",n
1066976.4624783413,0.06853645549100988,0.0021888003629796644,"(1, 0, 0)","(1, 0, 1, 0)",n
1074717.7171319863,0.09478047314812155,0.0022289696861715878,"(1, 0, 0)","(1, 0, 2, 0)",n
1065184.6548793719,0.050261519936954276,0.002193417268640855,"(1, 0, 0)","(2, 0, 0, 0)",n
1074458.143170022,0.1275151252746582,0.0022249698638916017,"(1, 0, 0)","(2, 0, 1, 0)",n
1074725.4640522704,0.1435590519624598,0.0022457655738381778,"(1, 0, 0)","(2, 0, 2, 0)",n
1057691.9984546655,0.04565858279957491,0.0031610685236313765,"(1, 0, 0)","(0, 0, 0, 0)",c
1057175.9218395648,0.06025325831244974,0.00322876257054946,"(1, 0, 0)","(0, 0, 1, 0)",c
1063385.8310103228,0.10452136432423312,0.0032937442555147057,"(1, 0, 0)","(0, 0, 2, 0)",c
1056390.2379955598,0.10718984042896944,0.0032509859870461857,"(1, 0, 0)","(1, 0, 0, 0)",c
1057399.3838814304,0.15375560031217686,0.003253378587610581,"(1, 0, 0)","(1, 0, 1, 0)",c
1064825.9225245584,0.2271587007185992,0.003336070565616383,"(1, 0, 0)","(1, 0, 2, 0)",c
1064356.2964170396,0.13426421389860266,0.003297014797435087,"(1, 0, 0)","(2, 0, 0, 0)",c
