rmse,train_time,predict_time,n_ins,n_outs,res_sizes,n_leaking_rate,spectral_rads
3061810.949144647,0.0119781494140625,0.0016460418701171875,5,1,50,0.1,0.1
1756063.8789901666,0.006309032440185547,0.0016598701477050781,5,1,50,0.1,0.3
2175967.5929882075,0.023276805877685547,0.0016469955444335938,5,1,50,0.1,0.5
4237027.077698464,0.006151914596557617,0.0016591548919677734,5,1,50,0.1,0.7
1308695.6546344687,0.006277799606323242,0.0016582012176513672,5,1,50,0.1,0.9
7582795.374114701,0.02690410614013672,0.0016679763793945312,5,1,50,0.2,0.1
3686868.5305673773,0.02265787124633789,0.001644134521484375,5,1,50,0.2,0.3
1987929.3902929085,0.02593207359313965,0.0016529560089111328,5,1,50,0.2,0.5
1485649.5776317944,0.030633926391601562,0.0016710758209228516,5,1,50,0.2,0.7
1950330.06123308,0.012645959854125977,0.0016582012176513672,5,1,50,0.2,0.9
3539048.971096665,0.020372867584228516,0.0017490386962890625,5,1,50,0.3,0.1
2352223.6931072185,0.006308078765869141,0.0016651153564453125,5,1,50,0.3,0.3
1154480.6678369674,0.02628803253173828,0.00164794921875,5,1,50,0.3,0.5
1615631.3671581717,0.010401010513305664,0.001661062240600586,5,1,50,0.3,0.7
2178960.66606503,0.026422977447509766,0.0016679763793945312,5,1,50,0.3,0.9
2366862.2681163833,0.00622105598449707,0.0016689300537109375,5,1,50,0.5,0.1
2321126.117667229,0.006174802780151367,0.0016620159149169922,5,1,50,0.5,0.3
2551483.180064032,0.02702188491821289,0.0016739368438720703,5,1,50,0.5,0.5
2135248.5309860827,0.006193876266479492,0.001664876937866211,5,1,50,0.5,0.7
1257598.9634568142,0.0061190128326416016,0.001664876937866211,5,1,50,0.5,0.9
8232782.947774339,0.006153106689453125,0.0016710758209228516,5,1,50,0.8,0.1
2635222.975893377,0.006166934967041016,0.0016629695892333984,5,1,50,0.8,0.3
1559984.5054104484,0.007409095764160156,0.0016741752624511719,5,1,50,0.8,0.5
1355732.4723083824,0.0062961578369140625,0.0016717910766601562,5,1,50,0.8,0.7
1370586.4195914364,0.006244182586669922,0.0016558170318603516,5,1,50,0.8,0.9
35989090.08209466,0.02643895149230957,0.002212047576904297,5,1,100,0.1,0.1
2801824.1035189442,0.05855083465576172,0.0021848678588867188,5,1,100,0.1,0.3
3319553.142846196,0.0260770320892334,0.0021829605102539062,5,1,100,0.1,0.5
6889951.491770773,0.01293802261352539,0.002156972885131836,5,1,100,0.1,0.7
3141047.0463049067,0.013348102569580078,0.002177000045776367,5,1,100,0.1,0.9
10137345.555482158,0.03457999229431152,0.0022161006927490234,5,1,100,0.2,0.1
5571269.582976697,0.02726006507873535,0.0021860599517822266,5,1,100,0.2,0.3
1767352.8487787629,0.05167794227600098,0.002193927764892578,5,1,100,0.2,0.5
3280567.00902654,0.08009600639343262,0.002213001251220703,5,1,100,0.2,0.7
1494063.8948509775,0.028554201126098633,0.0021719932556152344,5,1,100,0.2,0.9
10865432.715087641,0.055783987045288086,0.002206087112426758,5,1,100,0.3,0.1
5473700.770656652,0.009840011596679688,0.0022089481353759766,5,1,100,0.3,0.3
4022280.0881180963,0.023860931396484375,0.0021791458129882812,5,1,100,0.3,0.5
6866149.569349404,0.03281903266906738,0.0021669864654541016,5,1,100,0.3,0.7
3192064.3725738437,0.00989985466003418,0.0021669864654541016,5,1,100,0.3,0.9
41353529.38136403,0.008917093276977539,0.0022220611572265625,5,1,100,0.5,0.1
7533966.442617861,0.00894308090209961,0.002232789993286133,5,1,100,0.5,0.3
3583413.875599977,0.008916139602661133,0.002209901809692383,5,1,100,0.5,0.5
4608855.952511577,0.031020164489746094,0.0022280216217041016,5,1,100,0.5,0.7
3203553.26929176,0.028228044509887695,0.0022330284118652344,5,1,100,0.5,0.9
24329646.14133788,0.036190032958984375,0.0022220611572265625,5,1,100,0.8,0.1
8524357.352589,0.010208845138549805,0.002213001251220703,5,1,100,0.8,0.3
5294818.106021611,0.014981985092163086,0.0022149085998535156,5,1,100,0.8,0.5
2683423.5539904702,0.00945591926574707,0.0022139549255371094,5,1,100,0.8,0.7
4272349.118450552,0.009280920028686523,0.0022439956665039062,5,1,100,0.8,0.9
83176760.4443591,0.08024215698242188,0.002974987030029297,5,1,200,0.1,0.1
55997021.03449618,0.014185905456542969,0.0029439926147460938,5,1,200,0.1,0.3
16366193.399725184,0.03528785705566406,0.0029599666595458984,5,1,200,0.1,0.5
27514045.52024159,0.03746318817138672,0.002964019775390625,5,1,200,0.1,0.7
55192023.255695984,0.04019308090209961,0.0029878616333007812,5,1,200,0.1,0.9
150653930.76795685,0.014388084411621094,0.0029540061950683594,5,1,200,0.2,0.1
70427328.7054299,0.0731809139251709,0.002969980239868164,5,1,200,0.2,0.3
20413115.039253708,0.0959618091583252,0.002964019775390625,5,1,200,0.2,0.5
15771488.254222875,0.033438920974731445,0.0029439926147460938,5,1,200,0.2,0.7
16386945.211678427,0.07302284240722656,0.0029790401458740234,5,1,200,0.2,0.9
101717225.97462927,0.0534968376159668,0.002997159957885742,5,1,200,0.3,0.1
145686914.90930617,0.0451810359954834,0.003055095672607422,5,1,200,0.3,0.3
56990901.83755773,0.02129387855529785,0.0029931068420410156,5,1,200,0.3,0.5
45133250.511919886,0.056105852127075195,0.0029621124267578125,5,1,200,0.3,0.7
8725709.124159828,0.0331881046295166,0.002988100051879883,5,1,200,0.3,0.9
62677748.25949506,0.09700393676757812,0.002994060516357422,5,1,200,0.5,0.1
88895798.3091182,0.1264951229095459,0.002969980239868164,5,1,200,0.5,0.3
51603705.81715245,0.01433420181274414,0.0029609203338623047,5,1,200,0.5,0.5
28719041.083059765,0.03230786323547363,0.0029740333557128906,5,1,200,0.5,0.7
7436947.083281955,0.01455998420715332,0.0029969215393066406,5,1,200,0.5,0.9
335899811.7100446,0.014271020889282227,0.003000020980834961,5,1,200,0.8,0.1
36562224.147532694,0.041108131408691406,0.0029439926147460938,5,1,200,0.8,0.3
26388424.419855118,0.04164695739746094,0.002975940704345703,5,1,200,0.8,0.5
21907340.981243603,0.037200212478637695,0.0029838085174560547,5,1,200,0.8,0.7
11572964.145535532,0.06432795524597168,0.003103017807006836,5,1,200,0.8,0.9
313883231.7071975,0.21203112602233887,0.004970073699951172,5,1,400,0.1,0.1
405135244.05426395,0.09012794494628906,0.004971027374267578,5,1,400,0.1,0.3
998728251.2696332,0.0991048812866211,0.0050890445709228516,5,1,400,0.1,0.5
1745294161.9912052,0.029299020767211914,0.004879951477050781,5,1,400,0.1,0.7
165939228.51478624,0.0979471206665039,0.004862070083618164,5,1,400,0.1,0.9
18171279845.7845,0.06165909767150879,0.0049250125885009766,5,1,400,0.2,0.1
111954854.4992995,0.1027841567993164,0.03272104263305664,5,1,400,0.2,0.3
401154189.1876044,0.04975390434265137,0.0049800872802734375,5,1,400,0.2,0.5
847401190.9352331,0.02617502212524414,0.00493311882019043,5,1,400,0.2,0.7
404778619.49677885,0.02683401107788086,0.0047931671142578125,5,1,400,0.2,0.9
2527989015.185648,0.13585495948791504,0.004951953887939453,5,1,400,0.3,0.1
1691850867.6346729,0.04583621025085449,0.005081892013549805,5,1,400,0.3,0.3
1991318480.6608188,0.04895496368408203,0.004913806915283203,5,1,400,0.3,0.5
631868795.9337971,0.07644796371459961,0.00501704216003418,5,1,400,0.3,0.7
1224866390.195114,0.10246109962463379,0.004751920700073242,5,1,400,0.3,0.9
1825747954.1530614,0.10074687004089355,0.009187936782836914,5,1,400,0.5,0.1
3219801661.338007,0.21556401252746582,0.004755973815917969,5,1,400,0.5,0.3
889862428.4964628,0.09185099601745605,0.004945039749145508,5,1,400,0.5,0.5
562516653.5936627,0.1367177963256836,0.004975795745849609,5,1,400,0.5,0.7
1322804855.0720334,0.04721999168395996,0.004940986633300781,5,1,400,0.5,0.9
25771427695.90358,0.07682204246520996,0.004812955856323242,5,1,400,0.8,0.1
371715550.02088356,0.0699460506439209,0.004981040954589844,5,1,400,0.8,0.3
603729757.3898281,0.09226012229919434,0.004967927932739258,5,1,400,0.8,0.5
2438002402.8841133,0.12245988845825195,0.0049779415130615234,5,1,400,0.8,0.7
598687475.6162175,0.09493494033813477,0.005115985870361328,5,1,400,0.8,0.9
2751082687.5211053,0.17926311492919922,0.007364034652709961,5,1,600,0.1,0.1
1921975117.364544,0.06981396675109863,0.00736689567565918,5,1,600,0.1,0.3
3333781164.3369565,0.1310410499572754,0.007275104522705078,5,1,600,0.1,0.5
991866560.966464,0.047224998474121094,0.007209062576293945,5,1,600,0.1,0.7
2827851330.957701,0.15166783332824707,0.007288932800292969,5,1,600,0.1,0.9
1470173648.0267735,0.1583569049835205,0.007272958755493164,5,1,600,0.2,0.1
1825031553.5469015,0.17409300804138184,0.007415056228637695,5,1,600,0.2,0.3
1041383638.9157541,0.16472196578979492,0.006949901580810547,5,1,600,0.2,0.5
1233106791.5448709,0.08901381492614746,0.018234968185424805,5,1,600,0.2,0.7
2157194773.043545,0.2012331485748291,0.0074100494384765625,5,1,600,0.2,0.9
4326710022.149397,0.12186789512634277,0.007367849349975586,5,1,600,0.3,0.1
4836531362.422903,0.09687995910644531,0.006988048553466797,5,1,600,0.3,0.3
673166579.5527219,0.06711101531982422,0.007340192794799805,5,1,600,0.3,0.5
976362558.5828757,0.0670168399810791,0.018190860748291016,5,1,600,0.3,0.7
715284982.5630311,0.1347980499267578,0.0073490142822265625,5,1,600,0.3,0.9
9819490828.766857,0.10516095161437988,0.007359981536865234,5,1,600,0.5,0.1
874248638.2348232,0.15486693382263184,0.007389068603515625,5,1,600,0.5,0.3
1271042935.1252286,0.1231698989868164,0.007458925247192383,5,1,600,0.5,0.5
1098411691.8750975,0.10593318939208984,0.007726907730102539,5,1,600,0.5,0.7
364438265.92724186,0.23245620727539062,0.007439851760864258,5,1,600,0.5,0.9
5691024404.483915,0.15545988082885742,0.0074689388275146484,5,1,600,0.8,0.1
3025873523.788408,0.08118414878845215,0.007477998733520508,5,1,600,0.8,0.3
190716982.2586917,0.11296510696411133,0.007369041442871094,5,1,600,0.8,0.5
1115511400.4687874,0.11362910270690918,0.007769107818603516,5,1,600,0.8,0.7
277270953.4832869,0.04960513114929199,0.007829904556274414,5,1,600,0.8,0.9
4287703054.5492034,0.28864383697509766,0.018400192260742188,5,1,1000,0.1,0.1
1644997867.55135,0.14607596397399902,0.017428874969482422,5,1,1000,0.1,0.3
27675181400.42066,0.2928440570831299,0.01638507843017578,5,1,1000,0.1,0.5
563271454.2840147,0.3327298164367676,0.016255855560302734,5,1,1000,0.1,0.7
271665135.1524402,0.27442407608032227,0.03887605667114258,5,1,1000,0.1,0.9
138188058078.3837,0.2626829147338867,0.01824188232421875,5,1,1000,0.2,0.1
232836426.17535266,0.1873459815979004,0.01718902587890625,5,1,1000,0.2,0.3
2147176052.0266006,0.21558189392089844,0.01653599739074707,5,1,1000,0.2,0.5
2160357426.3087234,0.17374897003173828,0.017365217208862305,5,1,1000,0.2,0.7
841738564.3396081,0.18042898178100586,0.016839027404785156,5,1,1000,0.2,0.9
12717549481.980217,0.17058014869689941,0.016581058502197266,5,1,1000,0.3,0.1
1293829169.51885,0.1929948329925537,0.01639103889465332,5,1,1000,0.3,0.3
855141083.935876,0.301037073135376,0.01689600944519043,5,1,1000,0.3,0.5
1885371465.5695407,0.2009119987487793,0.016119003295898438,5,1,1000,0.3,0.7
788886877.7107545,0.21437716484069824,0.01723790168762207,5,1,1000,0.3,0.9
3935550655.9383764,0.15183806419372559,0.01887798309326172,5,1,1000,0.5,0.1
952185080.5628518,0.17447686195373535,0.018157005310058594,5,1,1000,0.5,0.3
881898374.8917048,0.26778292655944824,0.03190803527832031,5,1,1000,0.5,0.5
537808755.4148092,0.29052114486694336,0.01684093475341797,5,1,1000,0.5,0.7
