shortterm
datarates
('dataset_len = ', 385)
starting sarima grid search
config, rmse, t_time, p_time
([(0, 0, 0), (0, 0, 0, 0), 'n'], 108.26882888548899, 0.004196744806626264, 0.002102843452902401)
([(0, 0, 0), (0, 0, 1, 0), 'n'], 56.787322947253216, 0.05411241755766027, 0.00242461316725787)
([(0, 0, 0), (0, 0, 2, 0), 'n'], 36.67234515218987, 0.09344536837409524, 0.002312320821425494)
([(0, 0, 0), (1, 0, 0, 0), 'n'], 8.593437874184218, 0.017719338921939626, 0.0021104223587933707)
([(0, 0, 0), (1, 0, 1, 0), 'n'], 8.543381303855137, 0.03205575942993164, 0.002154249303481158)
([(0, 0, 0), (1, 0, 2, 0), 'n'], 8.736903397438113, 0.0532984032350428, 0.0022192955017089843)
([(0, 0, 0), (2, 0, 0, 0), 'n'], 8.537527993662328, 0.02350332035737879, 0.0021824135499842025)
([(0, 0, 0), (2, 0, 1, 0), 'n'], 8.533504727122834, 0.16893770834978888, 0.0023601335637709673)
([(0, 0, 0), (2, 0, 2, 0), 'n'], 8.77641538694815, 0.09042031624737908, 0.0022044826956356275)
([(0, 0, 0), (0, 0, 0, 0), 'c'], 20.8152336658068, 0.011906856649062212, 0.0030881012187284583)
([(0, 0, 0), (0, 0, 1, 0), 'c'], 13.956183167542479, 0.0606230567483341, 0.0032161488252527575)
([(0, 0, 0), (0, 0, 2, 0), 'c'], 11.542778626297672, 0.08675350020913516, 0.0032844122718362245)
([(0, 0, 0), (1, 0, 0, 0), 'c'], 8.44347898685885, 0.1109978619743796, 0.0031384944915771483)
([(0, 0, 0), (1, 0, 1, 0), 'c'], 8.429000740668052, 0.19693776298971738, 0.003227539623484892)
([(0, 0, 0), (1, 0, 2, 0), 'c'], 8.648099346093199, 0.29921368711134966, 0.0033017999985638785)
([(0, 0, 0), (2, 0, 0, 0), 'c'], 8.42190358111866, 0.1707836487713982, 0.003212597790886374)
([(0, 0, 0), (2, 0, 1, 0), 'c'], 12.331105955451306, 0.30924623433281395, 0.0032349053551169005)
([(0, 0, 0), (2, 0, 2, 0), 'c'], 9.702096416768246, 0.4283918857574463, 0.0033331674688002644)
([(0, 0, 0), (0, 0, 0, 0), 't'], 53.392005950330976, 0.02806102247799144, 0.0031009926515467028)
([(0, 0, 0), (0, 0, 1, 0), 't'], 29.669811713215953, 0.07024934151593376, 0.0032164657817167395)
([(0, 0, 0), (0, 0, 2, 0), 't'], 20.809810835723155, 0.1333834507886101, 0.0033102989196777343)
([(0, 0, 0), (1, 0, 0, 0), 't'], 8.555666862805838, 0.10488326409283806, 0.003145919126622817)
([(0, 0, 0), (1, 0, 1, 0), 't'], 8.524033911881045, 0.2352547280928668, 0.0032425656038172104)
([(0, 0, 0), (1, 0, 2, 0), 't'], 8.68961234208612, 0.35050733790678135, 0.0033147447249468635)
([(0, 0, 0), (2, 0, 0, 0), 't'], 8.505106945327775, 0.15804455701042625, 0.003248102524701287)
([(0, 0, 0), (2, 0, 1, 0), 't'], 12.092379633539698, 0.40592233152950513, 0.0032659250147202435)
([(0, 0, 0), (2, 0, 2, 0), 't'], 8.545515845454153, 0.4298369996687945, 0.003321254954618566)
([(0, 0, 0), (0, 0, 0, 0), 'ct'], 20.39870175952053, 0.049562687032362995, 0.0030966786777271945)
([(0, 0, 0), (0, 0, 1, 0), 'ct'], 13.768292899108197, 0.09038359417634852, 0.003203271417056813)
([(0, 0, 0), (0, 0, 2, 0), 'ct'], 11.422067188444629, 0.1226896510404699, 0.0032663766075583067)
([(0, 0, 0), (1, 0, 0, 0), 'ct'], 8.442979297128364, 0.16717798569623163, 0.003138281317318187)
([(0, 0, 0), (1, 0, 1, 0), 'ct'], 8.395022554624742, 0.27489285469055175, 0.0032272871802834905)
([(0, 0, 0), (1, 0, 2, 0), 'ct'], 8.984217387044248, 0.3303138620713178, 0.0032990119036506206)
([(0, 0, 0), (2, 0, 0, 0), 'ct'], 8.423183540850461, 0.2352872371673584, 0.0032010583316578584)
([(0, 0, 0), (2, 0, 1, 0), 'ct'], 17.856520433770637, 0.33356126336490405, 0.003234260222491096)
([(0, 0, 0), (2, 0, 2, 0), 'ct'], 10.264490141312768, 0.46820848969852225, 0.003310248431037454)
([(0, 0, 1), (0, 0, 0, 0), 'n'], 56.787322947253216, 0.051555263294893156, 0.0024358496946447037)
([(0, 0, 1), (0, 0, 1, 0), 'n'], 40.66371724689044, 0.059003170798806584, 0.0022758287542006548)
([(0, 0, 1), (0, 0, 2, 0), 'n'], 26.94308057849001, 0.12954687230727252, 0.002321187187643612)
([(0, 0, 1), (1, 0, 0, 0), 'n'], 8.518237230833194, 0.10333074681899126, 0.002195288153255687)
([(0, 0, 1), (1, 0, 1, 0), 'n'], 8.78973245046351, 0.20161485952489516, 0.0022176518159754137)
([(0, 0, 1), (1, 0, 2, 0), 'n'], 8.757240919069565, 0.2757589003619026, 0.0022323047413545494)
([(0, 0, 1), (2, 0, 0, 0), 'n'], 8.81860556294239, 0.16299776750452377, 0.0022545646218692554)
([(0, 0, 1), (2, 0, 1, 0), 'n'], 8.822224319678407, 0.3065775478587431, 0.0022367000579833984)
([(0, 0, 1), (2, 0, 2, 0), 'n'], 9.172898470688363, 0.3095374247607063, 0.0022666089675005743)
([(0, 0, 1), (0, 0, 0, 0), 'c'], 13.951572304506447, 0.07626654681037454, 0.0031861557680017806)
([(0, 0, 1), (0, 0, 1, 0), 'c'], 12.58557002112206, 0.1159603006699506, 0.0032811697791604436)
([(0, 0, 1), (0, 0, 2, 0), 'c'], 10.258580380762126, 0.1603833226596608, 0.0033055866465849034)
([(0, 0, 1), (1, 0, 0, 0), 'c'], 8.422774423806551, 0.21362600326538086, 0.0031959898331586052)
([(0, 0, 1), (1, 0, 1, 0), 'c'], 8.608150252620273, 0.29402986975277173, 0.0032991745892693015)
([(0, 0, 1), (1, 0, 2, 0), 'c'], 8.643806140699361, 0.3508402936598834, 0.003326876023236443)
([(0, 0, 1), (2, 0, 0, 0), 'c'], 8.49106017448692, 0.282659595152911, 0.003234305101282456)
([(0, 0, 1), (2, 0, 1, 0), 'c'], 11.95770201850354, 0.38738304025986614, 0.0033211932462804458)
([(0, 0, 1), (2, 0, 2, 0), 'c'], 8.786067811621203, 0.4425140941844267, 0.0033558088190415326)
([(0, 0, 1), (0, 0, 0, 0), 't'], 29.669808135545683, 0.08877690259148092, 0.0031870028551887063)
([(0, 0, 1), (0, 0, 1, 0), 't'], 23.751019014790636, 0.11603028634015251, 0.003271778892068302)
([(0, 0, 1), (0, 0, 2, 0), 't'], 16.89529192489538, 0.1822399560142966, 0.0033307832830092488)
([(0, 0, 1), (1, 0, 0, 0), 't'], 8.555747752950147, 0.22015503434573902, 0.0032211920794318703)
([(0, 0, 1), (1, 0, 1, 0), 't'], 8.724420808333644, 0.32663610402275534, 0.003306422514073989)
([(0, 0, 1), (1, 0, 2, 0), 't'], 9.126352876739237, 0.42785875096040615, 0.0033480475930606616)
([(0, 0, 1), (2, 0, 0, 0), 't'], 8.705438457052292, 0.3345663884106804, 0.0032311215120203354)
([(0, 0, 1), (2, 0, 1, 0), 't'], 15.992147991108837, 0.5348880290985107, 0.0033532479230095357)
([(0, 0, 1), (2, 0, 2, 0), 't'], 9.153534018425482, 0.5093127755557789, 0.0033807165482464957)
([(0, 0, 1), (0, 0, 0, 0), 'ct'], 13.784177325496339, 0.08594548281501321, 0.0031775726991541244)
([(0, 0, 1), (0, 0, 1, 0), 'ct'], 12.470926458381694, 0.1283469508675968, 0.0032661886776194854)
([(0, 0, 1), (0, 0, 2, 0), 'ct'], 10.179781178155453, 0.1778704138363109, 0.0032840027528650622)
([(0, 0, 1), (1, 0, 0, 0), 'ct'], 8.433567550954152, 0.26274813203250663, 0.0032060342676499313)
