rmse,train_time,predict_time,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
171.75179603015783,2.7699503754381607,0.01781319327484529,"(0, 1, 1)","(2, 0, 1, 0)",t
181.37695003052448,4.32538793406594,0.01907504665469784,"(0, 1, 1)","(2, 0, 2, 0)",t
202.05371473924905,1.1750552659922788,0.029780671831269,"(0, 1, 1)","(0, 0, 0, 0)",ct
207.4711621130757,0.7744737751826132,0.030105846773828618,"(0, 1, 1)","(0, 0, 1, 0)",ct
175.2530672679077,3.2327959712855474,0.03193067203354298,"(0, 1, 1)","(0, 0, 2, 0)",ct
182.23665749767912,2.3649317559256957,0.02978815189601405,"(0, 1, 1)","(1, 0, 0, 0)",ct
185.72745691949783,1.8036703441208084,0.030112566048564434,"(0, 1, 1)","(1, 0, 1, 0)",ct
180.65607694033523,3.330078014982411,0.03190495648276622,"(0, 1, 1)","(1, 0, 2, 0)",ct
173.66716139982088,2.7966977246149862,0.029671595472740817,"(0, 1, 1)","(2, 0, 0, 0)",ct
171.62029145980782,3.126243377495491,0.02997048441342753,"(0, 1, 1)","(2, 0, 1, 0)",ct
180.14014617023383,4.788020267746768,0.03181542790233028,"(0, 1, 1)","(2, 0, 2, 0)",ct
175.41459262161666,0.2737516301948122,0.01193094253540039,"(0, 1, 2)","(0, 0, 0, 0)",n
174.94979989064743,0.46208513956760033,0.012608060633160466,"(0, 1, 2)","(0, 0, 1, 0)",n
176.73664329686216,0.47669018573466854,0.013803112125057342,"(0, 1, 2)","(0, 0, 2, 0)",n
175.3678070190944,0.3847328290113492,0.012031538206487363,"(0, 1, 2)","(1, 0, 0, 0)",n
175.3208759694054,0.9338318416373727,0.013420735955379752,"(0, 1, 2)","(1, 0, 1, 0)",n
175.0507038321581,1.2587890585404982,0.014465746364842389,"(0, 1, 2)","(1, 0, 2, 0)",n
168.1234999647242,0.8824016318202443,0.011903117984215136,"(0, 1, 2)","(2, 0, 0, 0)",n
152.5288670602628,1.755844423355157,0.013706199639208376,"(0, 1, 2)","(2, 0, 1, 0)",n
175.6493106770188,1.8652881439046078,0.015159718930933399,"(0, 1, 2)","(2, 0, 2, 0)",n
175.42021844858425,1.0398020953611689,0.017496290580233644,"(0, 1, 2)","(0, 0, 0, 0)",c
174.9536448410534,1.775613710125146,0.018481693233883677,"(0, 1, 2)","(0, 0, 1, 0)",c
174.12416004929284,3.837198400554001,0.020192640956186315,"(0, 1, 2)","(0, 0, 2, 0)",c
175.37176436063203,1.4658782875269192,0.017389636022764592,"(0, 1, 2)","(1, 0, 0, 0)",c
175.01723230008218,3.242259884220001,0.018561468995480068,"(0, 1, 2)","(1, 0, 1, 0)",c
174.75816711450955,4.10179502061819,0.019948593379481124,"(0, 1, 2)","(1, 0, 2, 0)",c
167.89034395325535,2.8617497904586338,0.017379950798279024,"(0, 1, 2)","(2, 0, 0, 0)",c
151.8785653551761,4.6646140331616746,0.01859745521138147,"(0, 1, 2)","(2, 0, 1, 0)",c
171.31369398426315,5.424452087350304,0.019994139812736466,"(0, 1, 2)","(2, 0, 2, 0)",c
175.1675107600405,1.1045912601769607,0.01738953986343257,"(0, 1, 2)","(0, 0, 0, 0)",t
175.01964033690982,2.7026816738033634,0.018570378440413468,"(0, 1, 2)","(0, 0, 1, 0)",t
